Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407,Good
26.5,52.8,1.2,10.0,26.5,3.4,0.91,12.1,377,Good
32.4,56.0,3.3,15.6,28.8,6.5,1.49,7.6,506,Moderate
32.7,60.5,13.5,27.2,22.9,9.3,1.45,8.7,322,Moderate
22.2,66.7,1.6,8.2,14.1,7.8,0.99,10.4,544,Good
31.1,64.9,3.7,11.2,21.3,7.9,1.02,11.5,233,Good
40.4,92.4,92.0,112.9,42.2,26.4,2.32,3.7,633,Hazardous
26.2,41.0,0.3,6.4,23.4,7.3,1.05,10.5,432,Good
36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,Moderate
33.3,80.0,33.8,48.2,38.3,3.7,1.61,5.1,507,Poor
29.0,80.6,0.4,23.9,30.8,9.5,2.69,3.4,656,Hazardous
31.7,78.8,22.2,33.1,31.5,10.8,1.6,6.2,494,Moderate
33.9,94.5,8.9,15.1,33.2,11.7,1.89,4.3,680,Poor
23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535,Good
26.1,54.5,1.5,5.8,17.2,3.1,0.98,17.9,327,Good
33.4,44.1,13.2,16.1,16.5,11.6,1.28,6.0,643,Moderate
28.1,62.6,19.4,29.4,16.2,12.3,1.77,7.1,676,Moderate
27.4,69.9,5.9,9.5,25.2,5.7,0.89,11.9,589,Good
31.8,68.3,29.4,39.1,23.0,5.8,1.76,6.2,463,Moderate
26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221,Good
32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,Moderate
18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448,Good
33.1,91.3,8.0,24.3,32.0,23.6,2.28,4.2,587,Poor
25.8,78.2,14.0,20.2,23.3,6.6,1.01,18.8,576,Good
30.9,85.8,13.2,20.0,27.7,13.3,1.58,15.5,300,Moderate
42.5,109.7,19.8,45.8,24.2,18.3,2.81,4.9,873,Hazardous
24.7,78.7,0.1,6.4,13.0,4.7,0.97,10.8,193,Good
32.2,83.4,5.8,15.3,38.3,12.6,1.72,7.4,449,Moderate
23.5,55.1,6.0,11.8,16.6,6.6,1.04,10.8,421,Good
30.0,86.0,8.3,20.4,21.4,10.2,1.59,7.2,733,Moderate
24.4,63.5,3.0,6.7,17.4,5.0,0.96,15.5,223,Good
23.4,54.7,4.0,12.3,24.1,2.8,0.87,10.2,433,Good
32.2,60.7,48.9,65.1,41.1,14.4,2.79,2.9,875,Hazardous
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,Good
33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor
27.9,59.2,35.9,44.9,26.1,16.4,1.31,8.3,650,Moderate
36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624,Poor
26.5,60.2,10.0,17.4,25.4,5.2,1.51,6.6,432,Moderate
24.6,71.3,8.6,13.8,25.0,5.1,1.11,10.9,433,Good
37.3,82.2,11.2,32.1,36.6,17.0,1.91,3.5,831,Poor
29.0,71.5,7.9,8.1,24.2,7.2,1.13,14.7,532,Good
30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,Moderate
26.7,77.3,27.1,33.3,24.1,2.5,1.12,10.3,501,Good
25.4,75.4,33.4,35.5,31.4,9.4,1.8,5.8,600,Moderate
19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,Good
24.4,45.9,25.0,30.5,22.8,3.1,0.97,11.5,524,Good
29.4,73.1,11.7,28.0,24.5,13.2,1.51,8.0,459,Moderate
27.2,79.2,56.0,59.4,20.1,5.0,1.94,5.7,541,Moderate
39.0,107.1,23.9,45.0,46.1,25.8,2.65,3.4,756,Hazardous
33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417,Moderate
21.6,64.6,0.3,7.9,14.7,4.9,1.05,10.3,380,Good
45.7,100.1,2.0,21.9,31.0,10.0,2.0,4.3,477,Poor
38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor
46.9,76.6,20.5,34.6,39.5,20.6,2.75,4.0,667,Hazardous
29.6,80.8,10.5,31.9,30.7,21.5,2.94,4.0,558,Poor
32.5,89.0,12.2,34.2,38.7,13.5,1.88,5.3,688,Poor
48.4,91.7,24.0,42.3,37.5,29.3,2.35,2.9,924,Hazardous
23.5,56.5,24.8,31.9,17.5,6.2,1.01,11.0,329,Good
22.9,66.9,7.8,16.3,21.8,8.1,1.07,10.0,435,Good
31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,616,Moderate
28.6,50.0,2.4,8.1,24.5,4.3,1.71,7.3,337,Moderate
23.2,39.6,0.8,7.3,21.7,5.8,0.91,10.9,438,Good
33.4,86.7,37.8,46.6,19.0,14.8,1.36,5.4,415,Moderate
24.1,81.4,80.4,93.2,19.7,12.8,1.66,9.5,400,Moderate
30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,Poor
24.4,56.1,3.7,13.4,27.5,7.4,1.85,8.1,382,Moderate
30.5,55.3,6.3,18.2,21.9,15.1,1.45,5.2,391,Moderate
30.4,72.9,10.9,25.7,29.3,8.9,1.58,5.3,655,Moderate
29.7,53.0,18.0,30.5,27.8,8.6,1.36,5.1,488,Moderate
31.0,71.4,4.3,10.3,19.5,7.9,0.99,11.1,212,Good
25.4,83.8,21.0,27.7,22.3,11.3,1.3,16.0,388,Moderate
26.7,68.4,2.8,10.4,24.4,2.3,1.12,11.6,545,Good
28.9,46.1,3.5,10.8,12.5,5.9,1.02,10.8,450,Good
39.3,79.2,30.6,44.5,34.0,22.1,2.02,4.6,619,Poor
29.5,76.7,71.4,79.9,31.9,12.4,1.27,7.0,550,Moderate
17.5,73.8,3.3,8.8,16.2,8.4,0.83,10.8,217,Good
23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456,Moderate
28.0,74.7,13.8,21.4,18.6,5.5,1.08,10.4,380,Good
23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,Good
43.6,104.2,64.7,85.9,38.6,4.5,2.72,5.8,676,Hazardous
17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good
24.7,64.9,17.3,37.0,27.2,14.9,1.48,5.5,453,Poor
24.2,46.4,2.2,7.6,20.9,3.6,1.04,10.9,365,Good
30.0,78.0,9.7,14.5,15.5,7.2,1.05,12.3,554,Good
29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,Good
21.0,67.4,1.7,7.0,19.1,6.6,1.07,13.4,603,Good
39.6,87.7,2.8,12.5,28.9,2.8,2.05,3.8,692,Poor
27.1,47.0,1.2,2.7,12.5,4.8,0.96,10.4,591,Good
32.0,58.7,5.2,8.9,19.0,3.0,1.01,11.1,437,Good
31.8,62.9,116.1,127.6,30.0,10.2,2.26,3.8,790,Poor
28.6,59.7,26.2,52.2,32.7,7.1,2.04,4.0,769,Poor
21.9,65.2,0.5,2.0,15.4,4.4,0.81,12.7,216,Good
27.6,62.4,13.9,26.1,18.3,18.6,1.54,5.5,475,Moderate
31.1,80.7,14.2,24.3,15.0,11.9,1.46,6.3,481,Moderate
33.7,83.2,1.6,25.2,34.3,12.0,2.59,6.2,551,Poor
24.0,57.7,1.7,7.6,13.1,5.4,0.83,10.3,449,Good
28.2,80.5,19.1,31.5,25.0,11.1,1.11,5.2,373,Moderate
38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor
40.3,120.5,9.7,27.6,47.8,10.1,2.58,2.5,799,Hazardous
20.9,68.0,3.3,8.8,21.9,4.1,1.08,10.5,538,Good
23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581,Good
30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770,Poor
31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344,Moderate
26.1,46.8,7.8,14.1,24.9,4.6,1.03,13.5,603,Good
25.1,60.1,3.7,9.4,11.5,6.5,0.77,10.2,313,Good
37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,Poor
22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,Good
24.4,60.7,0.0,4.6,26.6,5.3,0.92,10.2,432,Good
30.4,102.2,24.6,30.2,35.0,19.3,1.93,5.5,758,Poor
27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,Hazardous
26.6,44.0,3.5,7.1,23.9,7.2,0.97,11.0,417,Good
25.0,57.3,0.8,6.7,27.1,3.6,1.12,10.7,267,Good
31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous
25.9,59.9,2.4,6.1,31.7,13.9,1.47,5.8,388,Moderate
21.1,60.1,1.8,11.2,22.0,2.3,1.04,15.1,478,Good
57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous
26.7,72.4,4.2,16.3,18.9,11.7,1.45,12.0,527,Moderate
33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332,Moderate
22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,Good
23.3,90.9,39.8,55.4,30.8,5.5,1.44,5.5,696,Moderate
37.9,83.9,0.6,4.9,32.1,12.8,1.78,5.6,292,Moderate
30.1,88.2,66.2,70.9,25.0,14.4,1.37,6.4,512,Moderate
29.0,67.2,14.9,20.0,24.3,6.5,0.84,10.2,524,Good
39.4,57.0,11.2,26.3,28.7,20.4,2.01,3.8,468,Poor
29.8,89.2,48.0,54.6,31.3,14.9,1.73,4.9,704,Poor
26.2,62.0,79.2,86.0,31.4,7.6,1.46,5.9,615,Moderate
25.0,80.5,3.1,7.8,15.7,3.0,1.05,11.3,489,Good
30.2,74.5,18.3,25.0,23.3,4.2,0.87,12.0,499,Good
44.6,70.1,58.9,79.8,45.1,16.8,2.52,4.1,658,Hazardous
26.6,44.6,16.5,21.6,17.1,6.6,0.98,13.7,555,Good
31.5,83.9,14.3,24.3,29.9,12.7,1.64,5.2,265,Moderate
22.3,50.9,11.1,18.3,19.5,5.1,1.02,11.6,287,Good
27.2,57.8,3.8,10.9,22.7,6.1,0.9,10.6,481,Good
44.4,73.7,48.6,59.1,43.7,23.9,3.15,6.3,841,Hazardous
50.4,102.2,51.6,74.0,36.4,37.6,2.3,3.3,671,Hazardous
35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327,Moderate
24.0,55.5,6.4,8.6,10.8,4.8,0.89,11.5,456,Good
27.1,66.8,0.1,5.2,23.1,6.4,0.99,12.7,417,Good
35.1,51.8,4.7,14.9,14.8,10.5,1.25,6.8,352,Moderate
32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,Poor
38.3,78.7,4.5,16.8,35.0,12.9,1.93,7.4,451,Poor
26.4,74.6,73.9,86.5,24.4,7.0,1.65,5.1,603,Moderate
22.1,47.8,9.3,14.9,24.4,7.0,1.06,10.5,578,Good
33.2,67.6,28.0,36.5,30.3,19.0,1.99,3.8,571,Poor
33.7,82.4,2.1,9.9,26.7,15.0,1.51,8.8,407,Moderate
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,Good
25.7,86.6,4.4,16.6,18.2,10.9,1.37,5.6,594,Moderate
23.6,42.9,24.6,27.4,21.3,6.7,0.88,10.9,562,Good
34.0,68.2,5.4,10.2,47.2,12.8,2.16,3.9,725,Poor
26.6,58.5,30.6,34.3,25.2,3.7,1.04,12.1,341,Good
38.4,66.0,73.2,85.4,40.9,17.1,1.96,3.6,694,Poor
26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,Moderate
22.8,60.1,11.1,14.9,14.8,3.2,1.11,10.8,525,Good
27.6,55.9,9.8,17.8,33.7,8.8,1.6,5.2,352,Moderate
22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298,Good
27.5,56.7,7.0,15.8,18.5,0.8,1.09,18.1,406,Good
34.7,77.0,10.7,26.5,19.8,21.3,2.12,5.2,633,Poor
20.5,47.4,1.4,6.6,17.7,6.6,1.08,13.2,427,Good
40.1,58.4,5.0,13.4,27.5,10.3,1.91,4.7,616,Poor
23.0,76.7,4.3,12.0,18.3,0.7,1.07,12.9,270,Good
27.3,65.1,15.1,24.5,29.0,12.8,1.54,6.9,485,Moderate
38.3,73.3,15.0,29.6,38.1,14.1,2.32,4.2,373,Poor
25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579,Moderate
24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,Good
34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304,Moderate
24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,Good
25.4,42.8,5.2,11.8,23.2,7.3,0.99,11.7,504,Good
26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,Poor
27.3,47.5,18.7,17.4,16.4,8.2,0.86,15.7,543,Good
28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351,Moderate
21.7,65.6,2.3,7.4,10.1,5.4,0.91,14.6,302,Good
36.1,100.5,100.9,108.5,33.1,14.8,2.09,5.0,769,Poor
43.0,64.7,12.3,21.3,29.6,6.6,1.72,7.1,619,Moderate
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,Good
26.7,42.5,20.0,24.9,22.1,8.4,0.95,15.0,309,Good
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,Good
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,Good
23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514,Good
28.9,99.1,29.9,46.2,42.8,6.1,1.99,4.7,594,Hazardous
36.4,111.6,35.8,67.0,43.1,8.3,2.32,8.3,813,Hazardous
43.1,69.1,2.4,16.6,30.0,12.2,2.08,5.9,657,Poor
23.8,70.3,0.8,12.7,17.8,11.1,1.42,5.5,606,Moderate
36.4,61.9,15.7,22.4,21.9,13.4,1.75,5.7,616,Moderate
47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643,Poor
29.7,69.0,18.0,26.3,28.9,9.8,1.58,5.4,674,Moderate
38.9,75.2,6.8,26.1,33.4,18.0,1.85,4.3,579,Poor
43.7,80.1,45.4,49.7,27.4,17.9,2.1,8.7,561,Poor
27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577,Poor
25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,249,Good
29.8,76.9,5.1,11.5,29.6,3.9,1.61,5.6,358,Moderate
25.6,74.7,3.7,8.6,20.2,1.0,0.84,14.9,287,Good
38.7,116.9,33.1,53.6,46.0,26.2,2.46,8.2,834,Hazardous
27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392,Poor
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,517,Hazardous
24.7,65.1,1.2,4.0,23.4,3.1,1.03,11.1,461,Good
32.5,53.4,45.9,52.7,27.2,10.8,1.21,7.5,513,Moderate
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,Good
27.8,64.8,7.9,13.3,25.1,4.7,0.99,10.4,223,Good
55.0,63.0,29.4,49.3,35.5,25.7,2.49,2.7,785,Hazardous
33.8,66.1,55.5,79.2,35.2,18.6,2.06,4.5,636,Poor
30.9,66.2,17.4,20.8,12.5,4.9,0.93,11.4,459,Good
24.8,67.9,2.3,8.2,23.9,1.4,1.08,18.8,207,Good
28.8,41.3,0.2,6.5,14.9,1.4,0.87,10.4,511,Good
18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,Good
25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,Good
31.9,74.5,31.9,40.6,36.4,9.7,1.45,6.7,494,Moderate
43.6,93.5,7.9,31.4,25.3,9.9,2.09,3.6,522,Poor
28.1,74.6,0.3,4.9,15.0,1.7,1.04,10.3,256,Good
29.9,81.0,3.9,14.9,25.2,10.9,1.24,6.4,366,Moderate
19.4,36.3,7.6,10.5,25.6,8.5,1.01,10.4,391,Good
25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,Moderate
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219,Good
28.9,67.0,2.1,5.9,18.9,5.9,1.08,11.4,416,Good
33.9,65.9,11.6,23.8,25.1,11.2,1.13,7.3,427,Moderate
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243,Good
23.6,47.9,4.4,9.8,18.4,4.3,0.95,11.0,319,Good
38.0,94.7,16.0,35.7,30.4,11.7,2.26,4.8,574,Poor
32.6,87.0,13.2,31.4,27.2,14.7,1.61,6.1,331,Moderate
22.4,77.8,17.2,22.0,14.3,2.7,0.83,11.9,410,Good
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,Poor
21.4,42.0,3.6,6.6,19.7,1.3,1.07,20.0,473,Good
40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,Hazardous
25.7,67.7,43.0,52.4,22.5,7.2,1.35,6.0,415,Moderate
19.5,42.7,3.8,8.6,23.8,1.7,1.06,10.4,390,Good
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good
27.8,76.1,1.9,10.1,39.1,4.5,1.97,5.6,479,Moderate
38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440,Good
29.6,65.3,13.3,19.6,16.0,5.1,1.01,15.5,198,Good
20.6,88.6,47.9,57.9,28.9,12.3,1.94,5.4,412,Moderate
38.2,71.9,0.7,27.3,29.7,23.8,2.18,4.8,593,Poor
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,Good
29.9,48.1,36.2,41.4,24.8,3.3,0.91,10.9,554,Good
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,Good
20.2,47.0,10.4,16.1,12.3,1.7,1.14,12.3,215,Good
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.5,602,Good
37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516,Poor
25.2,39.1,8.8,19.7,23.0,6.7,1.1,15.0,249,Good
19.5,63.2,9.9,15.1,15.0,4.9,0.97,10.5,389,Good
25.0,55.1,2.2,7.7,27.2,7.2,1.04,10.1,294,Good
41.8,72.4,19.3,37.6,36.1,12.2,2.11,3.6,617,Hazardous
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,Poor
30.2,74.5,19.8,54.1,39.9,25.7,2.29,6.4,655,Hazardous
25.8,77.7,21.7,29.9,13.6,6.3,0.85,12.4,549,Good
22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324,Good
42.1,83.5,14.7,36.2,42.8,0.1,2.31,3.4,797,Poor
28.0,50.9,1.0,6.3,23.0,5.3,0.87,13.2,381,Good
35.5,86.0,75.7,86.8,19.8,12.1,1.79,8.6,612,Moderate
47.3,98.9,5.5,30.3,39.6,11.2,2.56,3.0,604,Hazardous
26.6,92.9,31.8,51.9,35.0,10.2,1.42,6.1,526,Moderate
28.6,54.9,8.3,14.9,24.1,5.0,0.96,10.7,521,Good
34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,362,Moderate
28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,Good
29.8,74.7,34.9,40.7,7.4,3.3,0.94,11.1,369,Good
35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,619,Moderate
37.7,107.5,22.7,53.0,37.1,25.3,2.58,5.1,543,Hazardous
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,480,Poor
33.2,80.6,18.5,32.1,23.0,21.3,1.84,5.4,793,Poor
30.0,89.0,9.2,30.2,29.7,17.5,1.83,8.2,428,Poor
24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298,Moderate
38.3,89.3,10.1,28.2,29.5,20.9,1.76,4.7,587,Poor
38.6,92.3,37.8,55.3,40.9,16.3,2.65,2.6,564,Hazardous
27.8,62.8,8.7,13.2,29.7,15.8,1.4,8.1,604,Moderate
32.8,51.2,23.8,29.2,35.6,7.4,1.48,8.9,586,Moderate
41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602,Poor
26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213,Good
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,Good
33.8,64.8,12.6,21.7,21.3,8.3,1.5,5.2,593,Moderate
30.1,74.1,28.6,43.6,25.6,24.2,2.19,4.7,450,Poor
31.2,65.8,7.1,16.2,22.4,5.3,1.4,6.0,495,Moderate
31.2,71.9,56.5,74.2,29.9,11.8,2.14,4.0,602,Poor
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate
22.4,59.7,0.6,8.0,19.9,4.5,0.99,11.1,484,Good
22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,Good
24.8,80.3,9.2,14.0,12.2,4.8,0.9,11.1,277,Good
35.0,85.2,7.5,18.9,51.5,23.9,3.03,6.5,628,Hazardous
27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449,Moderate
26.2,49.9,0.5,2.0,22.9,2.3,0.94,17.9,581,Good
25.2,74.1,32.0,38.9,21.1,6.9,1.02,10.7,540,Good
25.6,80.7,15.7,18.4,15.3,8.1,0.94,12.4,341,Good
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate
24.0,56.3,89.6,98.3,24.6,10.8,1.14,5.4,538,Moderate
23.0,50.6,8.2,15.2,21.5,3.7,1.01,10.6,264,Good
18.0,81.6,20.5,23.8,25.4,17.4,1.67,10.3,551,Moderate
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,220,Good
27.1,57.1,14.0,31.6,33.8,7.6,1.91,5.2,452,Moderate
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440,Poor
26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
19.9,76.5,16.2,23.2,19.9,8.0,0.88,10.1,330,Good
18.1,70.1,3.1,8.1,19.7,5.8,1.18,12.9,273,Good
29.9,54.2,24.6,38.5,30.9,14.1,1.67,7.0,359,Moderate
32.4,81.8,16.6,30.3,19.3,13.6,1.68,3.8,588,Poor
29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356,Moderate
32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,Poor
30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,648,Poor
29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,Moderate
23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349,Good
33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,Moderate
29.3,68.3,3.0,8.1,10.8,5.2,1.09,10.5,336,Good
48.4,109.0,103.3,114.9,48.6,25.6,2.23,5.9,863,Hazardous
22.2,53.1,13.8,15.0,21.5,4.1,1.06,14.5,276,Good
51.5,92.6,3.6,25.7,49.5,22.2,2.48,4.0,737,Hazardous
26.2,79.1,28.3,31.9,21.7,7.6,0.93,11.1,230,Good
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405,Good
25.4,63.2,10.7,16.0,17.9,2.2,0.93,12.7,560,Good
28.6,65.9,0.9,4.4,13.1,5.9,1.03,11.7,446,Good
33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341,Moderate
30.3,49.2,50.9,61.1,28.2,6.6,1.39,8.4,425,Moderate
25.0,77.4,1.4,5.8,14.7,6.3,0.84,11.0,288,Good
23.8,70.2,7.0,8.2,25.3,8.6,1.07,10.4,267,Good
37.8,97.2,0.6,24.6,37.1,11.7,1.13,7.7,803,Poor
36.5,88.6,37.0,49.3,26.4,8.3,2.43,3.5,644,Hazardous
24.2,59.3,5.4,7.7,28.5,4.2,0.99,12.2,569,Good
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,Moderate
25.1,59.5,6.0,11.3,25.8,0.7,0.9,10.7,231,Good
23.6,52.0,7.2,11.9,19.0,5.5,1.01,12.6,581,Good
20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,Good
24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200,Good
35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472,Poor
22.2,75.7,19.0,20.7,20.1,5.3,1.03,10.7,316,Good
43.7,66.8,33.4,36.4,34.5,8.0,1.79,4.7,608,Poor
24.2,47.1,27.7,31.7,19.4,4.5,0.94,10.6,493,Good
33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494,Hazardous
27.7,62.9,17.5,24.0,22.5,18.1,1.56,6.0,495,Moderate
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231,Good
22.7,73.0,33.6,38.6,30.8,14.2,1.72,10.7,576,Moderate
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,Hazardous
25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575,Good
31.5,72.2,31.2,62.0,32.2,16.1,2.7,3.1,747,Hazardous
36.4,77.4,39.3,62.4,25.9,10.8,2.37,4.8,774,Poor
28.1,67.7,26.4,34.1,22.8,4.9,0.86,13.6,238,Good
27.6,52.8,39.5,54.9,28.7,7.3,1.37,5.5,382,Moderate
35.9,49.6,8.2,26.0,20.0,8.4,1.57,5.0,361,Moderate
24.2,68.2,2.0,6.3,20.3,8.2,1.04,10.5,267,Good
28.5,47.7,0.0,5.3,26.2,2.6,1.13,12.2,474,Good
25.4,56.8,5.7,8.2,15.6,4.2,1.01,12.0,375,Good
24.8,57.4,11.2,16.3,17.1,2.8,1.24,12.9,495,Good
24.2,58.7,15.8,18.8,28.3,6.3,0.84,14.0,243,Good
25.0,64.5,6.9,15.4,17.8,8.3,0.87,11.3,329,Good
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,Good
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,Good
30.0,87.2,45.1,57.2,35.0,16.3,1.82,4.1,719,Poor
24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,Good
24.7,70.4,8.1,12.2,17.3,4.2,1.04,11.0,243,Good
34.2,76.9,111.0,129.2,34.7,21.5,2.17,3.9,484,Poor
29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,Poor
15.3,48.0,16.6,20.7,26.5,3.9,0.94,12.5,263,Good
34.5,45.9,2.7,8.0,28.5,4.4,0.94,12.3,384,Good
27.4,67.4,10.8,32.6,51.6,25.2,2.88,2.6,846,Hazardous
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,Good
25.3,45.0,15.5,21.4,22.5,4.9,1.02,10.9,334,Good
29.3,50.0,31.7,36.7,33.8,8.5,1.46,5.3,642,Moderate
21.4,76.4,15.3,22.1,12.4,3.4,0.96,16.3,420,Good
27.3,61.0,32.3,34.8,21.0,6.9,0.98,10.4,453,Good
37.3,95.3,19.1,29.0,31.2,10.5,2.17,4.3,787,Poor
33.1,84.4,3.7,9.5,17.2,8.9,1.61,5.7,504,Moderate
47.0,63.5,82.5,101.4,41.3,24.7,2.46,2.9,582,Hazardous
20.1,41.7,3.6,8.2,23.2,9.1,0.97,10.4,370,Good
29.8,55.1,15.4,27.0,28.8,20.8,1.69,6.5,602,Poor
34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,Hazardous
40.1,88.5,1.3,13.3,35.7,18.2,2.2,6.6,453,Poor
22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526,Good
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512,Moderate
23.9,73.9,25.9,28.5,21.5,3.1,1.45,5.5,562,Moderate
26.2,64.2,1.9,6.6,19.7,6.2,1.05,13.8,369,Good
