,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1264,39.1,66.8,9.7,21.2,34.1,5.4,2.33,6.6,679,Poor
3062,25.9,57.0,3.6,18.9,22.5,9.8,1.52,6.9,352,Moderate
66,33.2,49.8,1.4,23.3,23.0,25.8,2.06,6.8,730,Poor
1098,32.7,79.1,17.2,29.7,23.9,17.0,1.25,7.5,504,Moderate
2937,30.8,55.6,15.0,22.3,22.0,15.9,1.64,6.1,451,Moderate
4051,41.9,68.4,15.5,26.3,29.2,18.5,1.4,4.5,387,Poor
2880,25.0,67.9,37.7,41.8,28.7,3.5,1.59,5.1,477,Moderate
3502,39.8,73.3,83.2,90.4,16.3,12.5,2.36,5.4,666,Poor
424,21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,Good
4585,25.3,79.4,15.7,21.8,16.3,6.2,1.06,11.1,506,Good
321,40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,Hazardous
216,25.5,38.3,3.6,8.8,19.1,6.6,1.05,17.8,379,Good
3439,28.8,50.2,2.9,8.0,20.7,5.0,1.08,11.6,209,Good
3332,39.7,79.0,46.0,74.8,46.3,14.9,2.24,5.9,730,Hazardous
1354,32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,Moderate
1896,28.4,42.8,0.6,6.7,24.8,9.1,1.05,10.3,599,Good
1969,27.0,84.3,18.2,25.4,15.5,10.9,1.08,5.5,431,Moderate
3055,31.7,52.4,11.2,22.0,32.4,13.3,1.52,7.3,460,Moderate
3352,29.4,85.8,90.1,94.2,30.5,10.7,1.35,5.6,366,Moderate
3208,22.3,68.0,28.8,43.1,29.5,13.8,1.97,9.0,612,Moderate
2669,42.5,100.6,38.5,52.1,41.3,32.1,2.45,3.0,592,Hazardous
4522,24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,558,Good
4909,26.6,74.9,9.6,13.4,21.3,9.3,1.13,10.5,327,Good
3936,30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464,Good
2354,40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440,Poor
2742,29.5,83.3,82.2,107.5,25.3,29.0,2.41,5.2,401,Poor
3897,40.0,88.6,4.5,25.7,31.0,20.5,2.11,4.6,709,Poor
4044,23.1,63.6,9.9,15.5,18.1,3.9,0.98,15.0,205,Good
2306,47.0,98.2,104.7,108.8,43.9,31.4,3.08,7.7,494,Hazardous
1172,30.4,90.1,4.9,20.7,45.0,23.5,2.29,3.6,681,Hazardous
4995,40.6,74.1,116.0,126.7,45.5,25.7,2.11,2.8,765,Hazardous
3886,26.9,60.6,1.2,6.4,20.5,7.6,0.92,11.6,267,Good
1240,28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,Moderate
2920,27.1,66.5,14.8,29.8,35.6,15.6,1.99,3.3,577,Poor
2890,32.2,91.3,0.3,26.5,19.7,27.9,1.88,3.3,661,Poor
4372,34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,Poor
3338,41.9,84.4,75.7,99.5,30.0,17.5,2.32,3.0,680,Hazardous
1492,22.4,69.0,9.2,12.2,18.7,4.0,1.15,12.8,245,Good
4133,35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606,Moderate
4314,22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,Good
2432,30.1,95.4,2.8,10.3,21.4,13.3,1.32,5.1,333,Moderate
521,24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good
4684,37.0,78.3,12.0,24.3,23.7,6.1,1.7,7.6,485,Moderate
4423,37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,Poor
2543,25.7,58.7,15.9,19.2,21.9,6.3,1.03,10.3,301,Good
489,36.7,103.1,7.3,25.2,52.7,14.7,2.52,2.6,594,Hazardous
864,29.3,56.4,0.5,1.5,25.0,3.4,0.88,11.2,407,Good
3522,36.6,103.0,23.7,45.6,47.4,20.5,2.51,4.2,593,Hazardous
179,23.2,57.5,17.8,26.2,11.0,2.9,1.19,10.4,500,Good
101,23.9,73.9,25.9,28.5,21.5,3.1,1.45,5.5,562,Moderate
1872,41.7,97.8,2.5,7.6,47.9,27.3,2.16,2.5,688,Hazardous
3848,29.4,54.3,9.2,15.5,29.3,8.6,1.49,10.6,405,Moderate
1508,33.2,57.3,6.3,20.3,31.2,5.8,1.69,8.2,316,Moderate
1470,49.9,91.6,26.6,51.1,31.8,29.0,2.48,5.4,849,Hazardous
3286,26.3,66.5,14.7,24.2,14.6,4.2,1.06,15.6,373,Good
3212,40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615,Poor
4844,22.7,69.5,15.6,15.6,27.8,7.3,1.84,7.2,483,Moderate
816,23.6,55.5,1.2,2.2,24.5,9.7,1.03,10.5,349,Good
3971,35.1,47.6,23.8,31.7,26.6,14.5,1.35,6.9,565,Moderate
947,25.6,49.6,0.1,3.9,22.8,4.9,1.02,13.8,575,Good
736,33.3,94.3,37.2,41.0,35.3,11.8,2.33,8.5,770,Poor
4200,27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,Poor
1891,26.3,90.4,14.7,26.7,35.1,4.8,1.94,3.6,543,Poor
2714,29.7,77.9,1.4,16.2,37.0,11.2,2.52,5.6,430,Poor
107,33.4,78.5,101.6,109.9,19.3,9.2,1.32,5.0,334,Moderate
4708,21.9,71.1,36.9,36.2,33.3,9.6,1.67,5.6,594,Moderate
3867,20.7,71.2,0.5,9.4,11.4,4.4,1.09,10.9,207,Good
149,20.1,41.7,3.6,8.2,23.2,9.1,0.97,10.4,370,Good
228,20.4,52.8,11.7,16.7,24.4,2.3,1.05,10.1,430,Good
4383,28.2,68.0,71.6,94.6,35.2,21.2,2.25,6.2,698,Poor
616,31.8,81.3,3.4,12.6,20.9,13.5,1.19,5.6,494,Moderate
3863,41.5,106.1,2.5,16.1,41.6,22.9,2.33,9.7,629,Hazardous
4540,42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,759,Hazardous
1942,25.5,80.9,24.7,31.1,13.8,7.2,1.01,13.7,522,Good
3317,23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297,Good
2287,20.2,55.1,13.6,10.7,23.6,5.0,0.99,12.0,585,Good
704,26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432,Good
1609,23.5,60.8,10.3,14.3,12.8,1.7,0.98,10.6,208,Good
4569,39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,756,Hazardous
2307,27.6,83.3,128.5,138.4,27.9,4.9,1.17,5.1,571,Moderate
2000,21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549,Good
1493,26.1,61.7,5.3,8.6,19.5,9.1,1.07,15.4,381,Good
4128,28.5,81.2,4.0,16.4,22.1,11.3,1.52,5.7,391,Moderate
2098,19.1,50.6,4.8,18.4,33.6,5.9,1.98,6.6,648,Moderate
4668,31.6,52.0,0.7,13.8,28.7,12.1,1.45,6.5,549,Moderate
2286,28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,Good
635,28.3,64.4,5.8,11.8,20.5,4.0,0.98,11.6,485,Good
518,26.2,63.2,12.7,26.2,27.1,14.3,1.92,5.8,509,Moderate
4954,26.9,40.0,15.7,18.9,14.2,4.1,1.17,10.7,598,Good
4731,28.9,72.2,9.9,25.7,35.4,9.8,1.33,6.6,597,Moderate
2075,36.0,95.2,7.0,21.6,36.2,13.8,1.75,4.5,564,Poor
3679,20.4,65.1,7.7,9.0,10.8,4.1,0.83,11.2,586,Good
2442,23.2,67.2,8.0,14.3,25.1,14.3,1.57,5.4,456,Moderate
100,29.3,67.5,1.9,5.0,12.1,4.5,1.12,11.0,576,Good
4796,27.0,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good
2072,27.3,48.7,18.1,24.7,12.8,4.6,1.05,10.8,224,Good
4610,34.4,87.9,216.9,240.0,50.7,15.3,2.53,4.3,578,Hazardous
999,22.2,57.5,3.6,5.6,16.7,7.6,0.86,11.6,460,Good
4223,30.0,62.2,53.7,66.4,25.5,8.1,1.26,6.2,670,Moderate
4241,20.0,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,Good
226,28.4,48.0,11.1,17.7,15.1,7.6,1.06,16.4,334,Good
606,18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,Good
2921,38.5,79.8,70.6,88.1,36.1,9.8,1.86,4.6,565,Poor
4740,31.9,80.5,10.3,18.2,29.1,17.2,1.72,5.2,373,Moderate
2866,26.3,60.5,10.0,18.9,24.6,3.7,0.97,10.1,459,Good
2618,32.8,100.5,21.8,37.5,29.6,6.6,2.94,6.1,774,Hazardous
1384,34.5,71.4,29.5,52.6,37.9,17.1,2.09,3.9,744,Poor
2377,24.7,65.4,0.0,2.3,21.9,3.9,0.99,13.7,410,Good
2338,28.1,67.8,2.0,6.9,21.5,1.1,0.85,11.0,344,Good
913,25.2,57.1,15.7,21.6,24.4,3.9,1.01,10.2,261,Good
4202,22.8,59.5,14.2,18.9,24.0,5.0,0.79,15.9,528,Good
3493,29.3,74.8,7.0,13.3,19.8,5.2,1.05,11.6,539,Good
4901,36.4,94.9,7.2,32.0,30.4,5.8,1.92,5.9,565,Poor
2106,29.3,72.3,113.9,126.4,36.9,13.2,1.53,5.2,630,Moderate
4870,29.4,64.4,42.5,55.4,23.3,15.8,1.43,7.2,356,Moderate
3689,26.2,55.8,16.3,21.6,23.5,6.1,1.08,11.0,535,Good
4753,31.8,71.4,18.6,32.0,18.7,13.9,1.3,5.5,483,Moderate
3045,29.6,68.4,22.3,31.8,26.2,6.2,1.55,5.9,582,Moderate
358,24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,Good
3851,33.6,46.7,11.1,22.2,23.7,3.8,1.16,10.0,592,Moderate
76,25.9,62.8,25.8,35.6,31.2,19.0,1.48,5.3,411,Moderate
1428,26.7,53.8,6.9,21.8,25.3,7.7,1.59,6.4,295,Moderate
2325,20.9,42.5,1.8,5.2,13.0,5.8,1.01,10.7,297,Good
2868,33.3,98.3,36.1,67.4,50.4,2.1,2.52,2.9,494,Hazardous
3562,40.6,72.0,22.6,40.5,39.9,15.9,2.46,5.1,513,Hazardous
692,29.0,73.7,13.5,19.5,17.1,10.8,1.55,10.2,499,Moderate
1912,22.7,73.6,8.2,13.6,21.8,5.2,1.14,12.2,472,Good
151,33.7,72.7,139.4,159.9,33.1,22.8,2.28,5.6,576,Poor
3402,22.7,53.6,1.5,4.5,23.8,3.3,1.06,12.0,359,Good
4399,27.0,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,Good
3912,41.1,70.0,30.3,40.1,36.4,7.6,2.51,5.0,647,Poor
1453,34.6,71.6,21.7,37.5,30.7,16.4,2.18,4.1,754,Poor
2535,28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,Good
1497,25.5,63.8,2.2,4.3,24.9,4.7,1.1,13.4,459,Good
3709,31.2,90.0,14.9,29.6,29.7,21.6,1.88,4.4,424,Poor
4358,27.8,82.1,12.3,27.8,28.0,18.6,1.69,13.4,676,Moderate
1640,32.2,77.3,6.3,18.6,17.3,13.3,1.6,8.4,454,Moderate
4205,35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497,Hazardous
3367,34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,Poor
2862,32.9,84.6,4.3,1.9,29.8,3.9,1.87,4.0,723,Poor
2857,33.7,85.0,5.4,21.5,34.2,9.5,1.1,7.5,687,Moderate
3374,29.5,62.5,55.2,63.2,30.6,25.9,1.84,3.4,688,Poor
2995,27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306,Good
3203,27.8,53.7,7.8,16.9,29.7,7.9,1.31,5.6,613,Moderate
1109,28.4,45.1,9.7,15.9,23.0,6.5,0.99,12.6,303,Good
2907,24.5,61.3,1.7,5.2,22.3,4.8,0.97,10.8,548,Good
2607,22.1,56.2,6.8,12.7,25.4,4.0,0.93,12.5,389,Good
804,32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535,Poor
1853,34.1,73.4,5.5,12.2,20.9,4.6,1.0,10.1,188,Good
4645,30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,Poor
4247,30.7,62.7,6.5,10.0,11.7,4.6,0.92,10.6,265,Good
3649,25.8,46.9,7.8,14.2,17.0,10.1,1.01,10.6,360,Good
2534,22.4,42.1,1.2,9.4,25.6,8.5,0.84,11.9,485,Good
3051,43.7,76.2,56.6,64.2,23.2,12.3,1.4,5.6,390,Moderate
682,31.2,50.6,73.4,84.9,29.4,7.4,1.34,6.4,578,Moderate
1350,31.3,73.8,33.8,46.6,31.0,22.8,1.92,4.6,681,Poor
386,30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,Moderate
2258,24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,Good
159,33.5,97.1,10.5,24.1,26.8,16.5,2.13,5.1,686,Poor
4635,30.5,73.1,51.1,73.9,31.4,19.4,2.05,4.9,664,Poor
3808,37.3,61.0,67.6,72.0,22.7,10.3,1.6,9.3,582,Moderate
