,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
3684,26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,235,Good
2305,40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504,Moderate
2953,35.2,71.8,12.2,25.7,28.0,7.1,1.27,7.8,327,Moderate
4537,31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,628,Moderate
1184,34.3,94.8,12.6,30.7,52.7,17.5,2.02,4.5,934,Hazardous
3757,35.2,70.4,12.1,31.5,29.9,24.1,2.05,5.6,414,Poor
3337,19.8,60.6,15.0,21.7,22.9,3.9,0.99,10.4,382,Good
1763,25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,Moderate
979,28.3,72.7,56.8,70.2,34.4,10.3,1.75,5.1,486,Poor
112,21.0,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378,Good
2846,22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,Good
2756,30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good
4658,30.5,77.1,14.0,23.8,32.3,12.4,1.8,6.9,357,Moderate
4304,28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,Moderate
4820,45.0,76.7,15.8,21.9,45.2,24.1,2.91,11.0,808,Hazardous
3159,22.2,60.1,19.6,22.5,17.6,7.5,0.97,12.1,558,Good
4816,30.2,75.3,1.0,1.9,41.1,5.7,1.57,4.3,609,Poor
1667,25.1,56.1,4.2,10.2,21.7,8.7,0.98,14.3,266,Good
4138,41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602,Poor
1075,32.2,62.7,1.5,7.6,19.7,4.3,0.95,10.3,348,Good
1293,22.7,89.6,19.5,35.4,27.0,10.8,1.37,6.3,632,Moderate
1632,28.2,87.5,2.8,10.6,27.0,8.3,1.77,5.0,538,Moderate
1205,39.2,84.3,80.5,107.9,32.5,24.6,2.37,4.8,450,Poor
1258,24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good
3151,30.4,102.2,24.6,30.2,35.0,19.3,1.93,5.5,758,Poor
215,30.4,63.8,12.2,22.1,31.3,15.5,1.7,5.0,389,Moderate
4587,23.7,55.9,27.7,37.2,16.2,2.1,1.03,12.1,307,Good
166,29.3,78.5,14.8,19.2,29.3,-0.4,1.48,8.0,451,Moderate
63,21.5,60.0,14.6,20.6,20.9,1.6,0.94,10.7,587,Good
722,32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463,Moderate
4007,26.1,63.1,15.8,19.1,22.7,4.6,0.89,10.5,249,Good
4590,29.0,100.2,69.8,85.0,26.5,17.0,1.95,4.9,641,Poor
3057,43.3,62.4,23.3,47.6,39.7,10.8,2.98,2.8,586,Hazardous
3509,21.7,76.5,5.5,8.4,22.5,5.0,0.98,14.8,340,Good
3843,33.4,96.6,14.1,25.5,26.8,15.8,2.39,5.5,623,Poor
4207,32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792,Poor
4713,29.4,63.7,79.7,93.1,26.2,12.2,1.56,5.4,326,Moderate
4589,20.7,66.4,26.3,29.6,23.2,0.8,0.98,14.4,520,Good
4270,34.0,50.8,1.3,14.1,20.6,13.4,1.4,5.0,485,Moderate
4487,29.3,67.0,53.8,67.0,18.1,13.3,1.3,9.1,336,Moderate
2507,29.0,46.0,20.3,26.8,18.9,5.7,0.72,10.6,505,Good
1547,30.6,92.3,14.2,30.6,22.4,14.4,1.6,5.6,574,Moderate
4595,25.3,50.3,11.5,16.8,23.7,6.7,0.89,10.7,349,Good
380,33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,Moderate
898,36.8,71.4,5.4,46.1,41.7,6.3,2.35,2.6,846,Hazardous
1702,24.1,77.2,0.1,9.6,20.9,2.2,0.86,10.7,539,Good
401,41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,Poor
2465,21.8,55.6,11.2,20.6,13.5,6.4,1.05,10.8,577,Good
3631,37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609,Moderate
987,26.8,76.1,3.8,10.1,25.1,4.7,1.01,10.3,394,Good
4609,23.7,56.6,8.3,24.4,26.6,12.1,1.35,5.4,551,Moderate
4598,32.9,56.9,44.2,55.4,19.5,8.5,1.33,9.3,612,Moderate
1525,31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447,Moderate
983,32.0,101.4,60.3,78.5,45.4,25.0,3.01,4.3,698,Hazardous
4555,26.0,54.4,2.3,10.6,21.1,4.6,1.09,10.9,344,Good
794,19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564,Good
2328,35.0,58.7,0.6,7.1,19.9,13.2,1.58,5.1,361,Moderate
2386,39.0,96.8,66.6,99.7,45.6,15.2,2.2,5.5,613,Hazardous
3346,22.3,73.0,0.1,8.4,20.7,3.6,1.18,10.3,471,Good
2334,33.5,96.2,22.1,41.0,41.6,15.7,2.17,4.4,596,Poor
2501,22.6,60.0,7.4,12.9,18.8,3.9,0.89,17.1,256,Good
3819,27.0,43.9,6.7,12.3,11.3,6.2,0.95,10.7,279,Good
3972,24.1,63.0,3.9,7.4,22.5,8.0,0.78,19.9,566,Good
1134,29.2,65.3,30.6,34.2,22.6,6.0,1.11,16.0,334,Good
4440,27.9,104.7,7.3,17.6,28.4,17.3,2.43,5.0,505,Poor
3172,33.8,84.6,8.0,23.7,27.8,12.0,2.94,3.6,839,Hazardous
3485,27.5,64.2,0.4,7.4,14.0,1.9,1.02,14.0,201,Good
2672,27.7,72.6,99.7,102.3,31.2,7.1,1.21,5.2,506,Moderate
2215,31.8,59.8,25.6,30.9,18.7,4.6,1.09,10.1,326,Good
353,37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,Hazardous
3357,22.2,46.8,0.9,5.7,24.3,5.7,0.93,15.6,245,Good
553,26.0,85.9,0.6,12.5,25.0,6.1,2.0,6.5,544,Moderate
2005,26.0,65.5,12.3,16.1,24.8,3.1,0.99,10.9,405,Good
1571,24.9,47.4,26.1,32.3,11.3,9.8,0.89,17.5,266,Good
3999,25.8,65.6,13.5,15.2,23.0,3.9,1.09,18.9,368,Good
245,32.5,71.3,11.8,30.9,26.1,23.5,2.16,5.4,730,Poor
3342,30.3,91.8,1.0,18.8,23.1,4.4,1.31,5.9,359,Moderate
4576,23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,514,Moderate
975,30.4,90.7,91.5,98.9,22.1,9.6,1.52,5.3,598,Moderate
2110,24.4,57.1,1.6,5.3,16.7,7.9,1.02,16.4,228,Good
84,25.5,73.4,13.8,21.4,25.7,3.8,0.95,11.0,194,Good
4814,52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous
4315,30.8,76.8,3.7,15.9,30.8,12.0,1.78,7.8,501,Moderate
2936,27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383,Good
3852,35.3,53.7,34.2,44.6,20.3,3.8,1.21,5.8,328,Moderate
3840,37.5,84.2,17.4,35.5,31.6,2.9,3.0,7.0,524,Poor
2125,26.7,42.5,1.4,4.7,21.1,5.6,1.07,10.2,484,Good
3446,31.5,44.3,10.6,17.6,17.7,5.1,1.13,12.7,333,Good
2461,38.1,84.3,5.4,4.6,35.0,28.2,2.68,5.1,455,Hazardous
4185,30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532,Moderate
2238,28.9,62.3,5.1,10.3,14.3,5.8,0.82,14.5,368,Good
4163,35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568,Poor
1743,26.3,44.2,16.7,20.4,12.5,4.3,0.95,11.7,397,Good
3795,46.0,80.1,8.2,40.2,30.8,15.3,2.55,7.9,584,Hazardous
4566,32.2,57.0,22.8,34.4,25.7,5.8,1.5,7.0,509,Moderate
711,27.5,69.6,23.3,31.1,37.9,9.4,1.57,7.5,505,Moderate
2497,23.6,54.1,41.9,48.4,23.5,5.3,1.02,11.2,398,Good
1284,35.2,85.5,0.5,12.4,30.8,12.2,1.91,6.9,318,Moderate
3750,32.4,75.3,17.7,27.4,34.1,10.1,1.54,9.7,611,Moderate
498,34.3,81.2,32.2,47.1,31.7,16.5,1.71,3.9,507,Poor
2919,23.6,68.7,8.3,13.7,19.7,4.1,0.95,11.2,255,Good
2384,30.5,76.2,9.3,19.7,32.2,6.5,1.97,6.6,424,Moderate
4418,28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,Good
2522,31.6,82.6,34.2,38.6,20.8,7.6,1.83,10.4,477,Moderate
4154,31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632,Poor
4824,43.6,88.4,24.6,37.1,37.1,24.5,2.81,7.4,626,Hazardous
2587,49.5,99.9,0.8,26.1,28.8,17.1,1.8,4.8,755,Hazardous
3365,41.9,85.5,32.2,37.1,40.9,21.9,2.07,6.1,579,Poor
4618,38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor
2090,27.5,83.2,6.7,16.6,24.2,10.1,1.63,9.3,566,Moderate
1822,27.1,75.8,61.2,83.7,31.3,19.7,1.79,5.3,592,Poor
2869,32.2,103.1,31.8,39.9,34.3,7.3,1.58,4.9,402,Poor
4936,21.4,67.9,10.9,13.7,16.1,5.8,1.02,12.7,241,Good
351,24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,Good
3853,22.7,58.8,16.0,21.7,14.8,4.5,0.95,10.0,324,Good
1624,23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,Moderate
1102,43.0,96.5,14.6,38.1,39.7,17.3,2.17,5.4,591,Hazardous
2715,17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good
2822,35.4,81.5,4.6,17.8,37.6,11.7,1.9,3.6,488,Poor
3703,28.9,83.5,26.1,36.1,31.3,10.9,1.71,6.5,523,Moderate
4273,26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,Good
1501,31.3,73.4,72.8,88.8,54.1,17.1,2.54,2.6,755,Hazardous
2527,21.8,47.6,24.3,32.4,21.5,7.5,0.96,10.8,428,Good
4483,31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,777,Hazardous
759,43.2,110.8,36.4,55.4,42.4,16.8,2.38,4.6,531,Hazardous
1884,33.3,64.4,52.1,66.2,26.1,8.1,1.41,6.3,584,Moderate
512,44.3,59.3,6.0,17.3,28.9,10.5,1.79,5.1,643,Poor
2121,27.9,39.7,2.3,8.1,22.2,6.3,1.0,10.2,430,Good
2351,26.6,63.6,8.9,13.5,30.8,7.9,1.0,13.5,221,Good
1500,37.7,83.0,109.4,119.8,43.1,11.3,1.64,6.1,614,Poor
4373,25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,Good
921,37.9,96.9,43.3,51.1,31.9,10.6,1.23,7.2,293,Moderate
3119,24.7,59.9,2.4,8.0,23.1,6.9,1.06,11.4,356,Good
2917,22.7,68.4,3.2,7.7,15.6,7.1,1.05,10.2,409,Good
2253,48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685,Hazardous
3715,28.8,69.1,2.3,16.8,25.2,7.7,1.6,8.7,643,Moderate
1117,31.8,67.3,17.7,23.4,22.1,9.6,2.49,5.9,689,Poor
4421,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,Good
1459,30.9,73.7,5.5,10.2,32.5,2.3,1.83,6.9,653,Moderate
305,32.7,94.8,7.8,15.2,34.1,9.8,1.63,5.4,392,Moderate
348,50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,Hazardous
564,40.4,101.8,40.1,55.1,29.8,2.7,2.18,4.1,446,Poor
4888,40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor
1828,30.0,85.1,70.6,91.5,30.7,7.1,1.52,5.3,373,Moderate
3844,28.4,80.8,11.4,20.3,36.0,9.7,1.19,5.8,530,Moderate
4523,21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348,Good
2217,18.8,72.3,8.8,12.2,18.7,3.2,0.85,13.1,498,Good
637,26.1,73.1,65.9,69.0,30.2,11.2,1.6,5.7,529,Moderate
3543,32.1,49.0,0.5,3.1,15.8,4.8,0.98,12.2,423,Good
2935,46.8,91.0,0.2,17.0,55.2,19.5,2.36,2.5,587,Hazardous
3932,28.0,80.7,62.2,68.9,29.0,15.3,1.61,5.1,336,Moderate
3153,24.6,78.6,8.0,12.4,23.1,4.4,0.98,10.1,501,Good
1278,29.1,77.1,61.8,76.5,28.5,8.4,1.71,5.7,591,Moderate
886,34.0,88.6,22.3,35.3,20.3,10.0,1.53,5.7,333,Moderate
150,42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525,Hazardous
202,28.7,64.6,12.1,17.6,14.2,6.2,1.04,11.1,600,Good
807,31.9,70.1,5.5,17.5,44.2,17.2,1.65,4.1,506,Poor
1489,22.9,57.4,15.9,22.8,20.6,7.5,0.91,10.4,336,Good
2393,43.6,89.8,21.3,35.6,49.9,19.8,2.72,7.0,614,Hazardous
622,19.7,68.0,4.7,8.4,24.8,5.5,0.77,10.6,297,Good
2213,47.0,74.1,8.6,24.1,29.1,14.0,0.99,9.0,643,Poor
2630,26.7,51.8,1.3,7.9,22.3,5.0,0.97,12.8,296,Good
4008,35.5,79.5,19.1,40.9,41.3,5.0,2.0,7.0,650,Poor
4809,29.2,54.5,15.8,18.0,12.2,6.4,1.15,13.2,498,Good
4226,33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685,Moderate
2350,25.4,74.2,7.8,13.0,28.0,9.8,0.97,12.3,308,Good
1857,25.4,43.2,48.2,55.1,21.1,1.1,0.95,11.0,537,Good
4122,27.4,47.7,10.9,12.6,23.7,4.7,1.08,11.3,494,Good
2189,32.5,79.2,2.8,15.5,24.4,9.0,1.57,5.0,479,Moderate
1250,27.7,83.6,3.8,19.9,32.9,17.8,2.09,5.3,632,Poor
566,28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,Poor
270,29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,583,Good
2789,26.1,76.9,9.2,15.5,24.2,9.9,1.19,6.5,299,Moderate
3800,39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562,Poor
2912,29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,Moderate
77,22.1,54.0,10.6,15.4,13.9,8.9,1.0,10.5,265,Good
2529,40.5,87.4,46.9,66.7,39.0,9.2,1.83,3.3,680,Poor
2129,27.6,52.8,39.5,54.9,28.7,7.3,1.37,5.5,382,Moderate
2313,22.6,61.0,18.8,25.7,15.0,2.2,1.02,14.7,298,Good
2035,32.7,64.6,12.6,18.9,30.5,9.5,1.65,7.2,505,Moderate
715,31.8,85.7,12.3,13.9,20.6,15.5,1.21,5.1,372,Moderate
881,29.6,46.6,5.1,16.2,27.0,7.0,1.93,7.6,364,Moderate
3178,23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365,Good
3239,26.7,72.9,28.7,30.2,32.9,6.4,1.65,8.1,688,Moderate
4322,22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215,Good
4704,36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323,Moderate
4312,27.4,62.4,2.8,9.2,23.0,3.2,1.14,10.2,243,Good
1347,21.3,48.3,2.4,5.8,15.5,6.3,1.08,10.5,296,Good
3906,33.6,90.6,16.7,22.9,33.8,10.0,1.69,15.4,486,Moderate
1977,34.9,83.9,7.0,9.5,31.4,7.8,1.68,5.1,524,Moderate
2896,27.7,76.8,5.8,13.6,24.4,4.5,0.92,11.3,544,Good
4638,30.5,54.0,6.3,14.5,29.0,7.9,1.54,5.8,391,Moderate
3161,21.7,61.4,0.6,4.7,13.0,4.5,1.12,12.2,489,Good
2070,22.2,76.9,2.5,5.7,20.6,6.0,0.92,11.3,339,Good
2087,27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408,Moderate
152,29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647,Moderate
4775,35.8,69.7,9.8,14.4,22.5,10.5,1.1,5.3,396,Moderate
665,24.4,67.7,0.3,4.3,17.0,6.9,0.93,13.3,370,Good
1559,29.2,54.0,4.7,17.1,37.9,18.2,1.75,7.4,543,Moderate
1339,22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429,Good
1795,30.9,46.6,4.1,13.6,14.3,1.8,0.98,10.4,218,Good
2195,24.8,41.0,4.7,11.8,13.7,2.5,0.94,13.5,538,Good
768,37.2,91.7,111.0,117.2,28.8,6.9,1.43,9.5,645,Moderate
1816,30.6,78.3,10.9,27.7,26.3,14.1,2.62,3.5,651,Poor
90,23.0,50.7,1.1,5.0,24.8,2.1,1.12,12.4,593,Good
60,20.8,48.5,16.0,19.7,11.2,2.5,1.17,10.2,432,Good
3029,39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521,Poor
3895,27.2,88.1,12.8,31.5,23.5,14.0,1.94,3.4,576,Poor
1817,32.4,74.5,16.6,35.0,43.8,11.3,2.2,4.6,374,Poor
3541,34.2,85.7,2.8,11.8,38.3,9.0,1.36,9.2,590,Moderate
2370,29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591,Moderate
3869,51.5,92.6,3.6,25.7,49.5,22.2,2.48,4.0,737,Hazardous
1603,32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,Good
3508,46.9,76.6,20.5,34.6,39.5,20.6,2.75,4.0,667,Hazardous
3092,24.2,67.6,19.4,35.1,24.2,9.6,1.91,6.2,422,Poor
3663,39.0,75.2,23.9,41.7,23.9,12.7,1.91,9.4,812,Poor
1048,47.3,75.6,75.8,92.0,36.3,17.4,1.76,5.0,503,Poor
865,31.1,116.9,16.1,35.6,31.7,20.7,2.73,4.5,544,Hazardous
3281,22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243,Good
137,22.9,40.5,3.7,7.3,13.4,0.9,1.12,12.6,246,Good
697,18.5,51.6,3.8,6.4,26.3,8.3,1.17,10.6,215,Good
1356,23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,Good
4766,20.9,68.0,3.3,8.8,21.9,4.1,1.08,10.5,538,Good
4982,24.4,53.7,1.6,4.6,24.9,6.0,0.93,10.6,253,Good
2516,22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349,Good
209,32.9,49.6,24.0,28.5,22.0,8.8,1.64,5.3,518,Moderate
1300,32.9,63.1,12.1,17.5,24.7,12.3,1.57,5.1,467,Moderate
3185,26.1,67.9,19.4,21.4,16.0,-1.4,1.11,13.4,528,Good
1242,36.0,75.3,43.4,59.5,35.1,22.1,1.97,3.6,468,Poor
1314,31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395,Moderate
3134,35.1,100.9,48.5,69.4,44.6,3.0,2.82,3.1,830,Hazardous
4839,23.7,56.0,1.4,11.1,26.0,9.9,1.2,7.1,331,Moderate
3198,19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471,Good
2574,26.3,58.2,10.2,24.6,23.1,9.0,1.5,6.0,345,Moderate
1954,27.2,74.2,18.5,24.7,38.4,33.9,2.48,3.9,424,Poor
3719,34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567,Moderate
1539,23.5,62.3,6.9,13.9,18.3,4.1,0.92,11.4,196,Good
3010,22.9,78.5,6.7,9.7,15.9,2.2,0.99,10.0,249,Good
3941,21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good
4932,30.6,58.2,8.8,13.1,17.5,14.4,1.35,6.3,328,Moderate
894,29.8,75.7,4.7,13.0,21.9,10.1,1.48,5.5,351,Moderate
2329,28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,Good
691,43.7,89.5,5.3,18.6,36.3,7.7,1.83,4.0,656,Poor
4412,38.1,73.2,37.7,85.4,33.0,20.4,2.49,5.7,727,Hazardous
2640,32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,Moderate
3297,23.2,78.4,16.8,19.3,23.9,7.9,1.44,11.4,456,Moderate
124,32.5,68.3,33.2,40.1,29.0,9.5,1.52,6.5,410,Moderate
2945,28.5,49.4,1.0,5.9,16.6,5.6,0.93,10.6,328,Good
1930,25.5,74.9,42.2,46.7,19.0,3.0,0.94,11.9,421,Good
3865,40.9,69.5,31.1,53.4,39.3,14.0,1.69,5.5,465,Poor
3454,35.9,67.9,10.6,19.3,31.8,10.9,1.36,8.2,383,Moderate
1957,22.2,83.3,11.0,22.4,25.2,14.7,1.35,10.2,528,Moderate
4332,22.0,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,Good
1456,33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,Poor
2908,25.3,88.7,50.1,65.4,39.0,16.6,1.98,5.1,696,Poor
3322,24.0,64.1,21.4,27.3,22.6,5.7,0.94,10.3,296,Good
4476,23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403,Good
3085,42.9,53.3,0.6,14.2,19.7,9.4,1.7,7.2,604,Moderate
2548,28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,Good
3483,24.9,75.7,9.8,14.2,25.4,4.2,0.88,10.4,353,Good
1005,25.8,53.0,14.7,20.4,13.2,5.7,0.82,11.1,259,Good
1796,21.2,69.6,10.3,16.7,13.9,10.3,1.01,12.9,509,Good
2909,45.9,66.1,2.5,19.2,33.8,27.7,2.12,5.5,472,Poor
3486,29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,532,Moderate
4404,33.0,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493,Poor
2757,34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613,Poor
134,29.6,78.9,9.3,19.0,31.3,11.2,1.74,6.8,714,Moderate
734,22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473,Good
2959,27.3,74.8,10.3,10.9,14.2,6.3,1.04,18.7,577,Good
2194,26.6,45.9,14.2,20.1,23.5,3.2,1.23,14.0,454,Good
4941,27.5,71.0,52.1,64.1,22.0,6.7,1.65,6.6,601,Moderate
1613,22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593,Good
1831,26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,Moderate
3818,29.4,49.7,67.0,80.2,20.3,16.3,1.34,6.5,436,Moderate
1121,29.2,77.9,12.9,21.4,24.7,12.6,1.39,6.4,640,Moderate
423,23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,Good
1267,30.1,91.0,32.1,38.5,23.7,10.6,1.44,6.0,363,Moderate
3977,34.9,81.1,38.2,52.3,20.9,7.5,1.68,5.5,672,Moderate
1532,28.7,69.0,19.1,33.7,19.4,11.0,1.24,9.7,589,Moderate
2540,26.8,60.7,28.9,33.8,26.2,3.6,0.93,11.9,411,Good
4495,34.2,62.7,40.0,50.3,23.8,9.3,1.5,5.1,416,Moderate
1296,28.0,65.5,0.3,7.1,11.8,5.9,1.12,14.3,337,Good
145,24.2,64.4,1.1,7.2,11.7,8.6,1.08,10.9,239,Good
4988,26.5,43.0,18.8,18.4,17.6,2.1,1.08,10.6,426,Good
513,44.5,79.6,41.4,53.1,38.4,21.8,2.44,4.7,837,Hazardous
1568,35.7,99.9,20.2,33.8,37.7,18.5,2.08,7.1,599,Poor
3539,22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,458,Moderate
4604,21.3,47.7,8.0,12.3,21.2,7.0,0.99,10.7,478,Good
4759,46.0,90.9,11.0,30.8,26.2,15.0,1.78,5.6,736,Poor
2800,24.2,51.8,13.9,20.7,24.5,4.8,1.02,10.5,582,Good
406,28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,Moderate
3602,26.6,62.6,49.0,60.6,25.6,12.6,1.61,6.7,391,Moderate
2438,41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698,Hazardous
4042,22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526,Good
879,37.8,86.3,11.9,33.1,34.5,14.6,2.14,7.9,535,Poor
2,23.1,74.7,26.7,33.8,24.4,12.6,1.63,5.2,619,Moderate
4541,26.8,55.2,3.6,8.0,20.7,5.6,0.76,12.2,575,Good
2118,35.0,60.9,3.3,8.2,27.0,15.3,1.41,7.0,684,Moderate
560,38.0,70.0,108.8,132.1,23.3,21.9,2.28,8.1,616,Poor
1239,22.3,65.7,1.0,5.7,26.8,3.5,0.91,13.3,282,Good
2584,38.2,63.2,37.1,49.7,32.6,26.1,2.27,7.2,590,Poor
2137,33.3,59.8,53.4,57.2,34.9,14.6,1.81,15.8,629,Poor
2295,30.0,76.4,16.2,18.9,15.9,6.3,1.05,12.3,315,Good
2743,18.9,43.7,3.3,12.7,25.7,5.8,1.78,5.4,432,Moderate
2944,34.0,58.3,36.6,52.4,28.4,5.3,1.49,6.9,499,Moderate
3166,26.0,52.7,3.0,11.4,16.9,3.8,0.92,10.5,457,Good
4980,22.8,56.6,9.8,15.4,13.8,4.3,1.11,11.7,372,Good
117,24.1,59.3,14.4,33.1,31.0,16.7,2.0,5.3,622,Poor
1186,32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,Moderate
2675,35.1,65.7,26.8,41.9,32.5,21.7,1.92,5.6,571,Poor
1615,28.8,64.9,16.7,27.9,11.7,5.6,0.85,10.9,562,Good
2641,29.9,107.5,33.5,52.1,27.7,17.6,2.42,3.4,592,Poor
4361,28.8,72.7,49.8,74.8,41.0,15.6,2.0,5.2,482,Poor
966,23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537,Good
1836,29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378,Good
3529,38.5,97.0,30.2,54.0,43.1,24.5,2.91,6.6,773,Hazardous
2022,27.3,73.2,8.6,11.8,17.2,4.8,1.1,11.4,345,Good
4139,27.3,45.7,3.0,8.6,10.5,7.1,0.96,10.8,426,Good
1355,26.0,66.5,1.7,5.4,20.2,5.8,1.0,10.2,399,Good
2326,36.5,102.2,115.9,128.0,27.8,30.8,2.22,4.9,510,Poor
1236,27.7,60.2,0.4,5.7,25.3,6.2,1.05,12.9,218,Good
3231,22.6,76.7,1.2,6.5,20.9,6.7,1.22,10.7,565,Good
3120,32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374,Moderate
2490,35.1,80.8,47.6,59.2,27.1,12.9,1.49,6.4,611,Moderate
1670,32.0,48.9,14.9,36.0,29.4,27.4,2.41,3.9,697,Poor
4760,24.2,41.3,1.1,6.0,12.3,7.8,1.16,10.4,601,Good
4653,40.0,63.6,83.0,114.7,49.1,15.5,2.53,2.9,767,Hazardous
2648,17.0,47.4,10.1,16.5,24.7,2.7,1.02,11.0,555,Good
3261,39.3,94.3,8.0,31.4,47.5,19.8,1.79,4.1,827,Poor
4557,31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor
2456,23.6,49.1,17.4,24.3,25.4,2.0,0.91,12.3,433,Good
4135,31.6,68.2,3.4,14.1,20.2,8.8,1.56,5.2,423,Moderate
2979,33.1,66.1,21.1,41.6,27.9,17.7,2.23,3.4,733,Poor
544,24.9,76.0,32.1,41.6,16.2,17.7,1.49,6.0,612,Moderate
1321,27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,Good
332,22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,Good
1053,33.2,84.3,106.5,127.3,34.7,11.8,2.29,3.8,586,Poor
98,25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503,Good
4543,35.4,78.8,14.3,23.8,26.8,14.0,1.3,7.3,346,Moderate
4425,28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,Poor
