,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1755,27.8,90.3,11.9,20.6,33.1,10.7,1.37,6.3,533,Moderate
2946,30.6,51.1,8.3,10.1,23.1,5.7,1.11,15.0,221,Good
3004,34.6,67.9,29.7,53.8,28.9,18.9,2.55,2.7,746,Hazardous
3915,27.8,72.8,2.0,8.5,27.8,4.0,1.01,10.4,253,Good
4275,44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878,Hazardous
31,23.3,45.2,24.0,29.0,26.6,5.3,0.96,10.9,575,Good
4574,24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,Good
4551,30.4,77.0,10.0,14.8,15.5,3.1,0.9,10.1,386,Good
374,30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,Moderate
4836,31.1,60.2,14.1,25.3,18.4,8.7,1.69,5.0,629,Moderate
3320,33.9,75.6,9.0,20.9,32.1,20.4,2.36,3.4,511,Poor
156,33.7,89.4,30.0,47.3,26.5,8.1,1.41,6.0,613,Moderate
3812,17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,Good
2282,28.6,50.1,3.2,15.6,26.6,4.9,1.6,5.5,566,Moderate
2467,28.4,83.9,28.4,32.2,33.5,9.0,1.74,6.0,425,Moderate
978,41.1,82.1,30.0,52.7,35.7,14.9,2.46,4.0,654,Poor
1573,25.1,81.3,11.9,21.9,33.8,8.1,1.48,13.9,625,Moderate
4916,45.2,88.9,9.9,28.9,33.6,18.9,2.37,6.9,574,Poor
4810,44.4,70.0,13.0,26.5,36.2,9.2,1.89,2.7,685,Hazardous
2483,35.0,72.3,38.4,47.6,28.4,5.5,1.24,7.6,640,Moderate
2320,32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate
1708,28.5,81.6,25.1,33.5,18.5,4.2,1.02,15.3,448,Good
1079,33.3,64.4,17.0,33.1,25.1,10.6,1.39,5.9,511,Moderate
748,32.0,58.7,5.2,8.9,19.0,3.0,1.01,11.1,437,Good
2677,24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good
4822,24.8,58.5,10.3,18.9,32.3,11.3,1.36,5.0,471,Moderate
1016,24.8,39.7,5.0,13.2,20.3,5.8,1.1,10.5,418,Good
2888,30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639,Moderate
312,32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,Moderate
255,25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,Good
1260,26.5,51.7,0.7,5.3,10.7,7.1,1.05,10.2,555,Good
4182,34.9,85.0,0.9,7.9,24.2,17.6,1.38,5.4,438,Moderate
2836,33.5,78.0,9.1,30.0,38.1,10.9,2.08,3.7,539,Poor
4376,31.5,71.2,8.1,16.1,17.1,8.3,1.47,9.0,615,Moderate
3698,24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244,Good
4864,27.3,67.3,6.5,11.2,24.8,10.7,2.19,5.0,389,Poor
3621,27.4,79.4,6.0,11.9,35.5,17.6,2.47,3.5,831,Hazardous
3807,26.7,51.1,24.4,35.7,14.6,4.3,1.23,7.1,646,Moderate
4553,26.5,69.0,9.7,19.6,18.3,4.7,0.95,15.6,262,Good
701,38.2,48.5,77.8,86.9,37.9,15.7,1.93,4.7,438,Poor
4623,23.4,72.5,12.1,19.8,18.6,4.4,1.01,18.2,578,Good
2748,32.0,50.1,22.7,41.3,22.5,15.1,1.62,8.6,660,Moderate
944,48.4,91.7,24.0,42.3,37.5,29.3,2.35,2.9,924,Hazardous
3984,21.4,39.3,19.4,26.4,21.7,4.7,1.1,12.2,428,Good
3536,24.9,54.3,39.0,56.5,30.3,12.3,1.6,5.2,351,Moderate
1244,24.9,66.0,5.4,7.5,25.0,0.7,1.09,10.9,263,Good
725,23.2,73.9,1.6,5.5,13.8,4.2,0.98,14.0,494,Good
2011,24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426,Good
2791,20.4,45.9,4.5,3.2,24.2,6.3,0.9,11.1,214,Good
359,24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,Good
1346,20.3,63.0,21.7,24.1,16.5,4.3,0.89,17.1,191,Good
2589,22.7,49.7,18.4,27.1,20.4,6.0,0.92,10.5,565,Good
3982,23.0,52.0,14.1,15.5,20.1,4.9,0.76,11.9,497,Good
2451,23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,Good
3520,24.9,64.4,18.5,24.4,23.4,6.6,1.09,10.1,481,Good
3422,22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354,Good
3375,31.6,86.5,17.9,23.5,28.0,8.6,1.72,5.4,370,Moderate
2943,34.4,65.1,48.4,58.5,29.6,7.8,1.27,7.1,435,Moderate
1469,32.8,63.6,33.1,54.9,33.0,19.6,1.48,4.7,655,Poor
1793,24.3,50.6,9.1,13.1,13.6,6.9,0.99,11.5,245,Good
3481,50.2,85.1,14.4,31.2,30.7,16.5,1.85,6.7,537,Poor
1200,23.1,58.3,3.2,7.3,12.9,5.9,1.03,11.9,295,Good
4646,30.3,73.7,47.2,61.4,25.7,11.3,1.89,3.5,523,Poor
2241,30.7,75.8,37.3,50.0,26.0,13.6,1.34,5.9,415,Moderate
857,23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295,Good
1650,39.1,91.6,139.5,154.6,49.8,17.7,3.32,5.9,566,Hazardous
4116,30.8,66.5,105.7,117.8,39.4,36.5,2.64,6.7,573,Hazardous
2420,37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor
4956,35.4,90.6,7.5,27.8,27.2,26.1,2.29,4.3,754,Poor
2585,41.4,74.5,12.0,37.6,46.8,13.8,3.61,4.3,632,Hazardous
1767,31.8,68.2,10.7,21.0,25.4,12.2,1.34,3.4,637,Poor
586,29.7,81.9,2.8,12.1,34.9,14.3,1.69,5.4,464,Moderate
953,22.2,56.3,6.7,13.5,21.4,4.9,1.11,12.3,348,Good
3707,24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,Good
4190,25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227,Good
1722,28.7,89.4,3.3,10.7,24.1,-0.1,1.89,12.3,590,Moderate
3814,38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,Hazardous
3850,27.1,36.1,9.8,16.2,18.6,5.5,0.91,10.3,311,Good
4091,25.2,39.1,8.8,19.7,23.0,6.7,1.1,15.0,249,Good
3193,28.7,60.5,14.2,16.3,23.6,3.1,1.09,13.3,454,Good
3141,23.4,54.9,13.7,18.9,22.6,5.3,1.12,13.5,269,Good
2076,21.2,59.5,6.5,9.8,22.9,5.0,1.09,10.5,595,Good
4535,26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,546,Poor
2679,24.5,78.6,19.2,25.8,13.5,3.1,0.93,11.7,468,Good
1829,31.2,49.7,20.5,30.6,25.2,15.7,1.59,9.0,347,Moderate
2768,24.2,42.1,1.7,7.3,14.0,8.2,1.13,10.3,258,Good
2546,39.7,59.7,51.4,60.1,23.1,16.7,1.94,3.9,484,Poor
1195,28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278,Moderate
703,31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531,Poor
2970,21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good
4644,21.6,75.4,32.4,44.1,34.8,15.7,1.09,3.5,580,Poor
3084,24.1,83.6,49.8,60.3,28.4,9.6,1.54,6.4,543,Moderate
4996,28.1,96.9,6.9,25.0,25.3,10.8,1.54,5.7,709,Moderate
4860,38.1,106.3,28.0,58.2,36.8,24.8,2.19,4.6,494,Hazardous
2812,29.4,50.2,0.5,13.4,23.4,7.9,1.64,19.4,448,Moderate
4991,31.8,80.2,22.4,34.1,29.7,4.9,1.22,9.4,580,Moderate
592,38.2,59.2,3.9,19.5,23.6,10.1,1.39,13.5,648,Moderate
2971,27.2,82.5,18.7,37.1,32.5,14.5,1.96,4.5,544,Poor
1230,32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,Hazardous
138,23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598,Moderate
660,24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387,Good
3718,36.8,71.9,134.7,152.2,21.4,17.0,1.74,4.8,473,Poor
418,20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,Good
4035,25.2,60.0,6.8,12.0,25.3,3.8,1.02,11.2,509,Good
3343,23.9,62.4,0.8,13.0,26.1,7.2,1.56,6.1,497,Moderate
4269,21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,Good
666,27.1,88.3,20.9,25.4,35.1,4.5,1.75,6.1,506,Moderate
1130,37.0,71.8,23.2,38.6,35.4,22.9,1.82,3.4,516,Poor
484,26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,Good
1123,31.2,53.7,29.4,43.3,29.6,15.4,1.44,8.3,432,Moderate
728,32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410,Good
