,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
1634,33.8,84.6,8.0,23.7,27.8,12.0,2.94,3.6,839,Hazardous
1745,24.5,70.4,2.2,9.0,10.9,5.1,0.94,14.6,228,Good
4275,26.6,56.6,6.9,16.4,25.5,6.4,1.09,5.7,327,Moderate
3214,24.5,65.2,25.0,28.4,22.0,3.8,0.96,11.7,217,Good
4180,32.4,76.4,22.2,30.0,23.0,10.2,1.47,7.6,331,Moderate
4463,42.6,94.6,17.9,30.1,44.3,4.0,1.91,2.6,525,Hazardous
447,42.8,78.6,31.8,44.5,32.4,26.0,1.98,3.8,598,Poor
1684,24.1,45.4,0.6,3.0,15.1,2.6,1.14,13.0,513,Good
1335,29.2,62.5,4.2,7.0,26.5,13.5,1.07,6.1,630,Moderate
1549,29.6,80.8,10.5,31.9,30.7,21.5,2.94,4.0,558,Poor
2569,38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,Moderate
4213,29.5,85.1,9.3,19.6,22.8,14.1,1.38,9.6,692,Moderate
4567,26.9,74.7,2.7,10.7,25.6,4.3,0.99,10.2,271,Good
4957,29.4,72.5,12.0,15.1,26.6,9.9,1.47,8.5,487,Moderate
1066,23.4,68.0,5.5,10.6,25.5,2.0,1.09,12.0,471,Good
4657,33.7,81.3,3.8,16.9,26.0,8.5,1.31,8.7,676,Moderate
2946,32.5,68.3,33.2,40.1,29.0,9.5,1.52,6.5,410,Moderate
1680,29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295,Moderate
594,37.2,73.0,36.6,64.7,48.2,20.6,1.94,4.0,514,Hazardous
3728,35.9,66.6,27.1,49.5,36.3,15.9,1.91,5.3,426,Poor
1303,22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354,Good
4136,32.0,62.5,0.1,5.1,20.2,4.6,0.89,10.2,201,Good
4479,28.8,77.2,27.8,42.3,27.5,4.8,1.6,10.8,538,Moderate
582,32.6,68.5,9.4,19.9,29.3,15.3,1.77,11.9,451,Moderate
4776,30.5,58.2,11.8,24.8,22.9,15.9,1.52,5.1,431,Moderate
3856,25.8,89.6,3.6,6.3,18.1,10.7,1.59,7.9,467,Moderate
1934,25.8,52.3,35.6,56.7,28.9,6.9,1.2,5.4,535,Moderate
3352,30.6,71.9,7.7,21.3,16.9,3.5,1.73,5.6,593,Moderate
1101,30.6,41.9,7.0,11.5,17.0,6.5,1.12,11.3,486,Good
825,36.8,73.6,36.0,51.2,24.5,11.2,1.53,6.0,630,Moderate
3279,25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,Good
3010,24.8,39.8,58.4,68.2,26.5,3.7,0.93,16.5,397,Good
1928,24.8,60.1,0.1,1.7,17.5,5.9,0.99,13.3,457,Good
2672,18.7,53.5,28.3,35.6,20.3,4.3,0.94,10.8,530,Good
3182,31.2,76.6,23.0,36.0,23.4,12.5,1.39,6.2,384,Moderate
2188,22.6,55.6,7.4,8.0,22.4,4.0,1.1,10.8,330,Good
4068,25.3,83.3,33.9,44.0,35.9,9.1,1.41,6.2,488,Moderate
4746,26.3,65.7,1.3,5.5,18.3,5.9,0.85,13.0,529,Good
4893,32.1,62.6,47.9,59.1,30.0,7.9,1.48,7.1,414,Moderate
762,33.7,88.9,10.2,19.0,23.8,0.0,1.7,8.3,405,Moderate
4775,28.4,73.5,11.6,33.0,37.6,20.2,1.56,7.7,642,Poor
273,26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,Good
70,37.9,79.6,28.0,37.4,33.2,13.6,1.93,4.9,608,Poor
3268,29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,Good
2251,26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383,Good
549,30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434,Moderate
3538,43.3,62.8,8.0,21.7,31.1,10.2,2.51,4.7,429,Poor
2585,21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,Good
874,27.5,81.3,36.0,45.5,21.3,12.7,1.66,7.7,395,Moderate
1152,24.8,84.3,1.0,9.2,24.8,2.7,1.64,9.2,614,Moderate
1989,30.6,76.2,1.5,15.1,32.6,29.2,1.87,8.4,715,Poor
2500,23.2,61.9,0.9,6.1,26.6,3.9,0.99,11.9,449,Good
1033,21.5,69.6,0.3,4.7,10.0,4.9,0.96,14.2,388,Good
1428,22.4,73.0,12.2,15.0,26.6,3.6,0.97,12.9,266,Good
3524,25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,Good
1747,32.7,88.6,21.4,45.0,28.7,11.7,1.96,6.0,482,Poor
1038,26.5,59.9,92.7,98.0,25.4,0.0,0.92,11.6,485,Good
809,38.9,77.5,5.2,25.6,43.7,15.4,2.32,4.2,610,Poor
775,24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,Good
4676,49.8,79.3,40.0,59.0,19.9,19.0,2.41,4.1,829,Hazardous
2614,20.0,71.0,15.6,21.0,20.0,6.0,0.89,14.4,575,Good
3437,28.9,62.5,28.6,39.6,16.2,8.7,0.76,11.2,586,Good
842,37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor
21,26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,Poor
4572,31.8,71.4,18.6,32.0,18.7,13.9,1.3,5.5,483,Moderate
1834,23.3,50.4,6.4,13.1,26.7,3.8,1.13,12.3,237,Good
3292,29.5,77.2,27.9,44.4,26.3,23.1,1.68,7.7,586,Poor
3006,34.4,100.9,4.7,14.1,47.6,21.0,2.01,5.6,771,Hazardous
2776,33.5,110.4,34.0,49.8,30.4,2.6,2.06,4.2,706,Poor
2863,36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,Moderate
4125,24.3,76.5,27.1,34.1,23.4,3.1,0.98,11.0,387,Good
3717,37.2,65.7,1.8,20.4,45.2,14.6,1.45,5.1,506,Poor
291,40.1,80.2,36.5,49.6,30.0,8.0,2.13,3.7,468,Poor
1805,30.2,72.3,13.7,22.2,29.8,10.1,1.74,9.7,555,Poor
3319,32.8,57.7,11.1,22.9,25.7,8.4,1.23,8.4,398,Moderate
3691,34.4,107.9,18.7,33.4,37.1,15.3,1.99,5.4,388,Poor
2621,30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,386,Moderate
886,26.4,46.2,18.3,27.0,23.0,2.2,1.07,16.8,254,Good
4988,43.1,102.0,1.5,12.4,31.9,18.9,2.2,3.9,492,Poor
4743,27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,Good
1789,31.0,72.1,1.5,17.4,28.5,5.9,1.7,5.1,332,Moderate
2805,30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,201,Good
3622,37.5,84.2,17.4,35.5,31.6,2.9,3.0,7.0,524,Poor
365,28.0,71.0,26.7,28.4,19.4,6.0,1.07,11.1,233,Good
4355,27.2,59.2,4.5,8.1,13.9,6.9,1.0,15.6,543,Good
1182,27.6,62.5,8.7,16.0,18.4,3.7,1.02,10.4,235,Good
13,34.2,99.4,8.9,32.0,32.3,7.9,1.71,3.3,601,Poor
4503,29.4,60.4,10.7,14.9,11.2,2.4,1.03,11.2,363,Good
4508,32.6,78.7,7.1,20.4,30.9,6.4,1.52,5.7,352,Moderate
4484,32.2,81.3,3.9,15.4,46.5,20.9,2.03,3.1,705,Hazardous
1534,32.2,58.7,5.0,15.0,33.9,7.3,1.64,6.8,516,Moderate
220,31.9,74.7,15.3,33.9,48.0,13.6,2.29,5.6,756,Poor
1330,25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good
3465,28.4,57.0,5.6,11.4,23.9,4.4,0.96,11.3,370,Good
2254,24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,221,Good
2016,34.5,62.3,12.9,27.6,27.3,7.7,1.58,6.7,474,Moderate
4618,42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490,Poor
2330,43.2,64.6,31.2,48.6,36.7,14.7,2.3,3.4,540,Poor
2262,28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326,Good
3304,26.1,88.5,33.9,41.7,37.4,14.5,1.17,7.7,542,Moderate
359,23.9,61.4,28.2,40.3,37.0,11.3,1.56,6.9,559,Moderate
3074,25.6,68.2,8.0,21.8,27.9,9.9,1.6,5.2,579,Moderate
74,31.2,63.7,24.8,34.8,28.0,5.7,1.43,7.3,616,Moderate
1403,33.4,52.7,53.5,63.4,26.5,10.0,1.32,12.4,329,Moderate
4078,34.6,80.3,8.6,29.2,31.5,7.4,1.28,9.5,326,Moderate
1942,29.4,72.4,4.1,7.5,27.6,3.8,1.58,3.6,629,Poor
4467,40.6,93.3,21.5,48.7,19.0,14.2,1.85,6.3,464,Poor
2211,34.7,54.2,64.0,74.2,18.1,13.7,1.57,9.6,592,Moderate
3236,44.4,70.0,13.0,26.5,36.2,9.2,1.89,2.7,685,Hazardous
332,17.4,62.3,4.6,11.8,20.9,6.1,1.25,10.1,486,Good
1948,44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741,Poor
1501,33.2,72.0,4.1,16.3,24.8,6.6,2.02,5.9,662,Poor
2832,26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,Good
3584,51.1,70.0,2.2,3.8,39.8,20.1,2.65,4.2,684,Hazardous
300,26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,Good
486,30.0,61.7,0.1,15.6,19.2,8.0,1.83,5.3,529,Moderate
4977,31.3,80.6,19.6,32.6,31.8,3.6,2.53,3.3,662,Poor
1020,33.7,85.0,5.4,21.5,34.2,9.5,1.1,7.5,687,Moderate
2872,25.9,70.2,16.7,27.6,26.2,8.6,2.03,6.4,442,Moderate
1609,26.8,50.0,1.5,7.4,21.0,8.1,1.02,10.4,606,Good
4569,30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,Moderate
4701,18.5,64.8,8.8,11.5,14.1,5.1,0.89,10.1,428,Good
1964,26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507,Moderate
2116,41.7,76.5,3.2,19.6,49.5,24.5,1.92,8.2,698,Hazardous
4031,35.3,75.4,8.0,27.1,37.3,9.0,1.82,21.6,696,Poor
721,29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,Moderate
3719,28.3,40.6,2.3,6.9,25.3,4.0,0.88,12.5,590,Good
2830,24.7,69.8,5.7,8.5,26.4,2.9,1.15,12.4,443,Good
1302,33.3,64.4,17.0,33.1,25.1,10.6,1.39,5.9,511,Moderate
2408,29.4,87.6,1.9,27.1,35.4,20.4,2.02,4.6,769,Hazardous
2577,30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416,Moderate
2219,30.5,80.8,11.9,27.8,25.6,16.7,1.87,6.7,716,Poor
270,28.5,87.8,6.0,15.5,35.2,13.1,1.14,5.0,610,Moderate
4416,29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good
4727,27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,Good
4056,35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,619,Moderate
2560,36.5,88.6,37.0,49.3,26.4,8.3,2.43,3.5,644,Hazardous
843,40.4,107.6,31.2,56.4,41.8,19.9,2.14,7.4,767,Hazardous
1201,26.2,47.6,16.4,20.2,24.0,9.9,0.85,11.5,506,Good
4510,42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,709,Hazardous
3661,29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353,Good
2598,24.0,56.3,89.6,98.3,24.6,10.8,1.14,5.4,538,Moderate
4985,31.2,62.3,29.1,39.3,22.0,10.1,1.51,5.2,571,Moderate
82,37.3,94.3,67.5,84.0,42.4,27.5,1.94,5.6,863,Hazardous
633,42.9,71.5,30.4,49.9,39.1,18.6,3.22,4.4,715,Hazardous
2270,22.5,59.8,0.7,12.6,30.5,5.2,1.37,8.8,718,Moderate
2355,23.1,67.0,2.3,8.1,18.7,7.7,1.13,10.7,543,Good
2511,17.4,45.8,26.6,33.0,22.0,7.3,0.97,10.8,451,Good
4081,26.6,60.0,5.0,15.5,32.8,5.3,1.57,6.9,460,Moderate
345,28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665,Moderate
2867,49.6,87.5,81.9,87.0,40.4,18.4,2.14,2.9,631,Hazardous
2568,27.9,89.6,11.5,8.6,21.7,15.8,1.27,5.2,618,Moderate
1855,31.5,67.6,33.4,46.2,22.8,0.7,2.07,5.4,446,Moderate
1451,33.2,66.6,0.0,8.7,33.6,2.4,1.79,5.6,535,Moderate
3249,21.9,59.7,9.7,12.0,17.5,4.0,1.07,13.8,524,Good
1808,27.6,55.9,9.8,17.8,33.7,8.8,1.6,5.2,352,Moderate
545,37.1,88.5,16.7,22.4,26.6,10.7,1.43,5.9,609,Moderate
1911,25.7,58.1,7.8,11.9,21.4,3.4,1.06,21.5,589,Good
2911,30.2,74.5,19.8,54.1,39.9,25.7,2.29,6.4,655,Hazardous
757,21.0,60.5,4.6,8.9,15.1,6.8,0.93,10.2,378,Good
2245,30.3,88.5,23.4,35.8,19.3,6.5,1.37,6.9,737,Moderate
1044,24.1,45.5,31.0,35.5,18.3,4.0,0.91,10.4,396,Good
1371,35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442,Good
4600,30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,Moderate
3802,29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,583,Good
1878,23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,Poor
4716,35.5,111.3,38.0,50.8,38.4,11.3,2.09,3.2,497,Hazardous
1721,39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450,Poor
730,30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,Moderate
1786,29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461,Good
4084,25.0,58.6,8.4,12.3,15.1,5.1,0.89,16.6,255,Good
80,37.2,111.3,0.2,8.8,31.9,18.5,2.12,7.7,753,Poor
3256,23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,Good
267,37.0,74.4,89.9,114.3,28.0,15.4,1.85,6.3,634,Poor
1363,19.7,77.9,1.7,10.5,16.9,5.1,0.68,13.5,538,Good
1273,32.2,63.2,0.9,8.3,22.3,5.7,1.44,5.8,504,Moderate
2085,32.9,97.0,10.0,32.7,39.7,12.4,2.24,4.3,640,Hazardous
4387,30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,Hazardous
1611,29.2,61.8,7.6,10.4,26.9,4.4,0.95,10.1,517,Good
1523,37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,Moderate
790,40.5,70.4,35.8,44.7,22.2,9.7,1.33,5.5,398,Moderate
1617,24.4,75.5,16.1,20.4,25.3,5.1,0.86,11.3,357,Good
2884,21.5,83.1,19.3,25.4,12.9,3.2,1.13,10.5,335,Good
1517,47.0,66.5,44.2,78.1,46.5,20.9,1.91,5.4,673,Hazardous
2360,25.6,51.5,35.5,40.7,32.2,0.0,1.35,7.3,378,Moderate
1707,44.2,101.0,2.6,10.2,30.3,24.3,1.91,3.5,408,Poor
2741,25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,Good
4667,21.6,77.6,5.0,10.6,17.6,2.5,0.94,11.0,591,Good
4573,23.1,64.3,3.9,18.3,29.5,13.8,1.5,8.3,444,Moderate
2475,47.0,95.3,3.0,23.4,36.3,24.4,2.4,3.4,582,Hazardous
709,25.7,78.9,47.3,61.1,32.0,8.7,1.23,7.4,530,Moderate
3991,20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333,Good
1706,22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,Good
2156,23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,Good
4184,30.5,75.1,8.8,19.3,29.4,9.9,1.67,5.1,511,Moderate
113,39.3,59.3,3.3,14.2,22.5,18.6,2.12,4.4,775,Poor
4034,23.7,60.1,12.3,21.5,16.9,4.0,0.99,14.0,253,Good
4157,28.0,75.5,70.0,88.9,41.7,23.3,2.42,4.2,678,Poor
815,41.4,79.4,28.4,40.4,28.0,17.8,1.15,6.4,538,Moderate
1869,21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good
2897,26.6,74.9,9.6,13.4,21.3,9.3,1.13,10.5,327,Good
3983,29.0,74.0,2.2,15.0,22.3,10.5,1.72,10.2,703,Moderate
717,19.7,48.0,20.5,25.1,18.2,6.9,1.13,10.5,604,Good
2723,26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,Good
1266,26.7,65.2,2.7,7.0,17.6,6.8,1.02,11.1,510,Good
3349,30.0,58.9,10.5,25.9,33.6,12.6,1.28,7.2,347,Moderate
463,17.4,43.7,10.8,17.5,25.0,1.5,0.83,10.2,515,Good
1154,26.6,67.5,5.0,6.7,24.6,2.0,0.96,10.9,444,Good
931,29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250,Good
2059,31.2,62.3,0.9,8.7,20.4,15.0,1.49,8.6,599,Moderate
530,27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,Poor
4829,36.9,84.6,58.5,75.7,39.1,13.1,1.96,4.6,609,Poor
4882,29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,Good
4697,34.5,86.1,9.0,21.6,39.1,7.5,1.79,5.2,450,Moderate
2042,35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777,Poor
1639,31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,451,Good
3830,23.7,67.7,23.3,31.0,21.2,5.1,1.04,10.3,514,Good
185,37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor
4865,36.2,58.4,2.0,14.7,22.9,5.9,1.17,5.5,533,Moderate
46,35.8,65.9,58.2,83.7,40.2,13.8,2.09,4.1,413,Poor
2106,28.9,67.7,39.3,52.7,22.6,12.4,2.15,4.1,550,Poor
917,28.7,73.5,14.5,28.5,23.1,9.0,1.65,6.3,530,Moderate
1279,19.7,68.0,4.7,8.4,24.8,5.5,0.77,10.6,297,Good
2965,27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,Good
2949,22.2,61.2,2.4,5.8,21.6,3.8,1.13,11.5,459,Good
4438,27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529,Moderate
4984,21.4,49.2,5.4,12.6,20.1,4.1,1.08,14.5,351,Good
4856,36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,585,Hazardous
1457,27.9,60.7,8.7,15.6,21.3,7.7,1.72,5.6,606,Moderate
2969,27.9,87.6,22.8,38.3,27.4,4.9,1.42,6.3,443,Moderate
3414,26.4,47.9,40.7,57.5,32.1,7.0,1.79,6.1,562,Moderate
3651,26.5,83.7,3.2,11.7,31.5,12.4,1.69,5.5,614,Moderate
4283,34.0,82.8,173.2,190.0,26.4,14.1,2.3,7.7,613,Poor
567,37.3,49.5,13.1,28.5,31.0,14.0,1.52,6.4,300,Moderate
1443,25.4,81.0,22.9,36.8,38.3,9.5,1.59,7.6,543,Moderate
1364,33.6,71.0,61.1,77.5,27.7,10.8,1.89,3.8,644,Poor
3764,31.0,75.0,8.9,17.1,30.1,5.3,1.72,3.7,531,Poor
1750,25.0,54.9,3.4,8.8,22.1,5.1,0.85,11.1,465,Good
262,41.5,91.3,79.5,93.5,30.0,12.8,1.99,10.4,561,Poor
848,34.9,86.4,9.2,28.0,36.9,9.0,2.08,7.1,728,Poor
1221,16.9,72.9,1.3,0.2,27.6,6.4,0.97,13.7,339,Good
4724,29.9,69.7,4.0,13.5,25.5,10.5,1.52,11.8,668,Moderate
2633,24.3,49.0,14.6,21.3,21.8,5.4,0.96,11.8,441,Good
375,32.4,80.6,34.5,41.8,25.5,8.1,1.37,5.6,631,Moderate
4259,42.7,63.3,82.1,103.4,45.4,29.3,2.26,7.4,747,Poor
2413,28.4,48.3,13.5,15.7,18.2,4.1,1.2,10.2,503,Good
1006,28.7,67.6,34.5,44.7,17.3,17.4,1.36,10.1,499,Moderate
4092,33.2,90.6,42.9,57.2,22.4,13.0,2.44,7.5,497,Poor
3388,24.1,59.3,14.4,33.1,31.0,16.7,2.0,5.3,622,Poor
4392,25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,574,Good
2532,48.6,83.7,75.8,98.3,52.7,17.1,2.02,3.6,843,Hazardous
4586,28.9,72.0,48.2,58.4,29.3,9.2,1.56,9.5,422,Moderate
1695,31.4,97.3,70.4,97.4,39.2,20.8,1.83,5.3,480,Poor
940,24.7,64.9,17.3,37.0,27.2,14.9,1.48,5.5,453,Poor
4435,39.2,47.2,7.8,13.0,31.6,12.5,1.85,8.8,371,Moderate
2628,23.7,46.8,1.2,6.6,23.4,3.1,1.07,10.4,531,Good
1999,36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588,Moderate
2180,22.9,41.7,26.8,33.4,11.9,1.1,0.89,11.0,359,Good
4108,22.3,82.6,36.7,44.8,31.4,6.5,1.56,5.4,350,Moderate
1224,33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,581,Poor
494,29.8,90.6,5.0,34.0,35.8,9.8,1.78,10.6,492,Poor
3084,22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390,Good
3253,38.4,66.0,73.2,85.4,40.9,17.1,1.96,3.6,694,Poor
1604,28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,Moderate
975,23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340,Good
3926,44.0,84.1,39.5,73.0,38.9,12.9,2.48,4.0,530,Hazardous
2052,29.5,68.8,1.2,7.0,13.6,6.1,0.98,11.1,368,Good
4529,29.4,94.1,0.9,7.1,24.5,12.2,1.24,6.4,648,Moderate
3455,32.4,62.9,7.7,19.6,28.3,6.7,1.38,9.9,562,Moderate
1161,39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,Moderate
2839,27.9,59.3,45.9,56.0,27.0,6.7,1.4,6.7,633,Moderate
4962,33.6,79.4,18.1,32.1,31.7,15.3,1.86,6.1,691,Poor
784,21.7,69.0,7.3,12.7,21.1,6.2,0.94,10.4,593,Good
519,27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,Poor
4404,22.6,66.2,3.1,8.0,16.8,7.1,0.84,10.4,321,Good
1251,31.8,97.6,39.5,51.6,25.5,9.9,1.81,6.0,652,Poor
4634,35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650,Moderate
1794,20.0,55.0,9.7,17.2,14.7,7.1,1.0,12.8,283,Good
4825,27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,Moderate
3611,29.8,84.3,0.6,14.0,34.6,14.2,1.61,5.4,506,Moderate
468,44.6,94.9,78.9,98.3,40.6,23.9,2.44,4.3,670,Hazardous
2695,37.1,105.0,124.5,136.4,41.9,26.0,2.6,2.6,849,Hazardous
4414,21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230,Good
1565,39.7,67.9,35.7,39.0,33.1,8.8,1.73,7.3,617,Poor
1940,20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536,Good
568,25.4,50.5,19.2,26.3,13.7,7.8,0.99,12.0,317,Good
2324,22.3,59.6,17.9,23.5,27.9,5.8,1.01,10.0,359,Good
1539,31.9,70.1,5.5,17.5,44.2,17.2,1.65,4.1,506,Poor
3781,55.7,75.9,76.4,82.2,40.8,24.5,1.98,15.9,650,Hazardous
2992,26.8,50.5,3.5,7.3,12.3,4.8,1.15,12.3,262,Good
4461,38.2,54.8,43.9,53.5,21.1,9.0,1.47,5.0,485,Moderate
2555,29.2,72.2,6.9,13.4,20.9,7.7,0.97,13.4,362,Good
3052,30.4,60.8,57.8,78.2,37.7,13.7,1.79,3.8,631,Poor
3076,35.8,87.2,5.2,15.7,45.1,23.3,1.63,4.7,809,Poor
1593,23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.9,511,Good
2319,29.2,54.0,2.5,8.7,27.7,10.5,1.4,5.7,327,Moderate
3844,31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786,Poor
3824,33.0,101.7,26.9,27.1,39.6,14.3,2.87,10.1,908,Hazardous
3540,48.3,95.4,68.6,89.2,51.8,20.4,3.36,3.3,685,Hazardous
4677,41.4,82.2,73.6,89.8,35.1,13.3,2.84,4.1,620,Hazardous
3568,32.2,42.8,24.8,37.3,26.9,16.8,1.16,5.8,453,Moderate
2889,23.6,43.3,5.4,10.2,16.4,6.8,1.04,15.8,368,Good
4391,26.9,72.5,21.5,36.4,18.2,7.6,1.73,12.0,559,Moderate
758,39.4,69.0,7.3,27.6,36.2,4.2,2.19,7.1,428,Poor
3722,36.8,60.0,10.1,30.6,27.6,8.9,1.73,3.7,762,Poor
2051,30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217,Good
2053,24.9,79.2,5.5,12.2,21.3,4.6,1.0,11.9,225,Good
603,30.4,98.7,21.6,29.6,35.1,12.7,2.13,4.0,625,Poor
1369,29.0,67.2,14.9,20.0,24.3,6.5,0.84,10.2,524,Good
1271,28.9,80.8,3.6,13.5,33.8,10.5,1.28,8.3,438,Moderate
2281,52.6,91.3,150.5,159.0,36.8,6.3,2.71,5.1,482,Hazardous
1442,38.8,115.0,13.9,39.3,28.8,25.0,2.97,5.7,900,Hazardous
4343,28.6,45.6,56.8,64.8,30.2,7.0,1.42,7.6,681,Moderate
1950,31.7,72.4,49.3,57.3,28.1,5.2,1.31,6.6,373,Moderate
3285,36.1,79.0,19.0,27.4,20.5,13.8,1.49,6.9,604,Moderate
2705,25.4,45.4,1.9,9.7,26.4,7.4,1.02,13.8,558,Good
2247,24.3,74.5,2.4,8.1,26.0,7.9,1.09,12.8,329,Good
2306,40.6,51.7,18.8,31.5,30.4,9.5,2.15,3.4,738,Poor
3108,40.4,79.3,29.1,43.9,31.1,18.0,1.85,6.6,615,Poor
3998,22.6,47.1,3.1,9.8,11.3,7.8,1.06,14.4,351,Good
3777,25.9,78.0,2.0,8.2,17.3,6.3,1.01,10.0,477,Good
3896,23.2,40.3,2.3,8.9,19.5,5.7,0.89,11.1,255,Good
1482,26.2,36.9,4.4,10.8,26.0,3.2,1.0,21.8,221,Good
4537,26.8,88.6,16.0,28.5,44.6,19.1,2.13,6.7,484,Poor
33,17.6,72.9,14.1,14.9,26.3,6.4,0.87,14.8,201,Good
2740,29.3,78.5,14.8,19.2,29.3,0.0,1.48,8.0,451,Moderate
4452,26.3,80.1,3.2,9.7,20.2,6.0,1.03,12.5,269,Good
1301,22.9,71.3,6.9,12.0,11.8,3.5,1.0,13.5,485,Good
4170,27.7,62.9,17.5,24.0,22.5,18.1,1.56,6.0,495,Moderate
1839,31.0,63.5,5.4,13.4,26.9,15.4,1.56,5.1,446,Moderate
2357,34.3,89.5,9.4,15.6,28.4,9.4,1.48,6.0,505,Moderate
4745,33.6,72.6,24.5,31.2,24.1,14.8,1.3,6.7,489,Moderate
3696,23.2,60.9,3.7,4.0,14.5,4.2,1.02,13.9,381,Good
4923,24.1,72.6,15.9,18.3,14.8,4.3,1.15,12.5,317,Good
3939,18.2,45.5,9.4,17.0,15.5,6.4,0.89,14.1,373,Good
4645,28.6,65.4,12.2,14.7,30.5,9.2,1.56,10.3,322,Moderate
3162,39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521,Poor
4326,28.3,71.1,16.1,19.8,19.0,3.2,0.97,10.1,256,Good
3571,26.1,58.4,9.8,16.3,25.6,7.1,0.89,14.8,458,Good
2027,37.7,63.6,24.2,32.1,24.3,13.2,1.59,5.6,600,Moderate
