,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
410,24.0,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,Good
4992,27.0,45.5,6.2,13.0,24.3,5.0,1.01,10.7,205,Good
296,36.4,97.3,10.8,33.1,38.8,13.1,2.07,4.1,556,Poor
108,30.0,54.7,38.3,43.8,32.8,7.7,1.28,6.7,610,Moderate
328,25.7,65.8,8.5,15.1,18.6,5.0,0.93,10.1,393,Good
3844,31.5,105.1,4.6,9.8,32.5,21.3,1.9,6.2,786,Poor
1615,28.2,56.0,12.8,21.0,23.4,10.6,1.65,5.3,277,Moderate
1095,28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396,Good
2756,23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316,Good
1223,36.2,63.6,16.1,27.3,23.4,9.6,1.73,7.6,574,Moderate
4810,25.8,65.6,22.8,24.5,28.9,8.3,1.02,11.6,401,Good
2844,36.5,86.5,31.4,43.0,44.1,10.9,2.64,3.6,455,Poor
2851,15.4,64.2,5.5,10.5,15.4,4.1,1.0,12.7,549,Good
2948,23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,481,Good
2269,24.7,68.9,4.2,11.1,14.8,2.4,1.06,15.9,475,Good
2460,30.5,75.1,21.5,34.0,25.6,7.6,1.21,6.1,401,Moderate
2504,38.5,83.8,19.5,31.0,28.0,14.3,2.22,7.3,443,Poor
3756,23.4,54.7,10.2,12.8,11.4,4.5,1.13,10.9,362,Good
2075,45.0,115.0,18.8,45.3,45.3,17.9,2.73,3.3,615,Hazardous
1060,32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463,Moderate
4250,28.5,63.1,7.0,11.9,31.0,11.7,1.28,7.6,663,Moderate
1624,21.8,57.2,12.7,17.4,25.6,3.7,1.25,16.9,450,Good
180,23.7,66.3,9.6,17.0,16.6,8.0,1.07,11.3,516,Good
1908,27.8,47.6,31.6,35.3,21.8,6.4,1.13,14.0,591,Good
3110,23.5,62.3,0.8,10.5,32.4,14.9,1.03,8.1,614,Moderate
641,29.2,45.3,10.3,17.7,21.6,6.8,0.92,11.1,219,Good
3806,57.7,77.3,22.8,42.8,33.2,20.4,3.03,3.9,810,Hazardous
300,26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,Good
4067,31.6,77.8,12.3,18.1,31.8,8.9,1.72,3.8,590,Poor
397,32.0,63.1,21.3,36.9,33.6,24.0,2.03,4.0,746,Poor
4659,23.3,48.1,32.0,35.7,23.1,1.1,0.93,10.6,321,Good
392,20.4,92.4,1.0,19.5,36.5,22.6,2.62,9.0,494,Poor
1529,30.9,85.8,13.2,20.0,27.7,13.3,1.58,15.5,300,Moderate
3429,30.1,81.5,84.8,96.1,22.1,6.0,1.44,5.7,579,Moderate
3571,26.1,58.4,9.8,16.3,25.6,7.1,0.89,14.8,458,Good
3226,34.9,80.9,21.4,32.8,50.8,16.6,2.11,3.8,797,Hazardous
3460,27.0,86.2,40.4,50.4,30.1,21.9,1.99,9.8,581,Poor
4419,49.0,93.1,12.4,39.7,37.1,24.6,2.66,3.5,820,Hazardous
2024,23.5,60.1,0.4,7.2,17.2,6.1,1.02,10.1,384,Good
1273,32.2,63.2,0.9,8.3,22.3,5.7,1.44,5.8,504,Moderate
713,25.8,62.0,6.4,8.2,24.8,6.1,0.98,12.1,379,Good
3060,42.0,63.2,36.7,69.0,39.7,11.9,2.49,3.4,798,Hazardous
2415,27.3,42.1,0.8,9.0,26.0,9.1,1.11,10.9,201,Good
736,31.5,67.4,36.0,49.0,48.1,14.3,2.34,4.2,799,Poor
2662,30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520,Moderate
2902,38.8,97.9,0.1,12.2,43.2,7.9,1.27,4.0,567,Poor
1537,31.9,68.4,7.8,18.9,33.0,11.4,1.68,5.7,476,Moderate
3637,31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531,Good
2022,24.4,44.8,4.1,7.4,23.7,4.0,0.91,11.9,241,Good
3968,36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,Moderate
1163,25.4,44.4,0.4,7.0,22.9,3.7,1.16,10.3,451,Good
467,36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,Poor
3446,24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,Good
4376,35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666,Poor
1787,35.4,84.1,45.6,62.3,31.4,5.6,1.26,7.0,638,Moderate
4347,28.1,87.7,39.2,53.4,39.1,10.3,1.86,5.2,669,Poor
4905,23.5,41.3,5.4,8.4,24.9,7.9,1.12,10.7,360,Good
2574,32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463,Moderate
4807,34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583,Moderate
4643,33.0,60.4,20.1,29.9,31.9,7.6,1.32,5.7,335,Moderate
3363,26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
4434,44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,Hazardous
4583,28.4,75.5,13.1,26.9,20.0,14.1,1.72,5.8,402,Moderate
1028,31.8,99.2,11.7,43.7,38.0,10.0,2.86,2.7,810,Hazardous
2350,23.3,49.1,1.6,6.7,16.1,3.8,1.06,10.3,222,Good
4043,20.0,53.3,3.7,12.9,26.1,6.6,1.09,10.2,538,Good
3997,27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,Moderate
2524,47.3,75.6,75.8,92.0,36.3,17.4,1.76,5.0,503,Poor
1688,32.3,83.0,10.2,15.1,27.0,12.7,1.45,5.0,454,Moderate
2779,30.7,79.1,23.2,25.8,13.5,5.5,0.98,10.1,456,Good
3930,43.7,84.2,14.9,21.4,34.1,23.9,2.01,4.5,615,Poor
1751,56.0,68.8,15.8,29.9,48.9,17.4,3.11,3.3,535,Hazardous
4600,30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,410,Moderate
2893,21.3,71.3,29.9,35.2,21.9,3.1,1.0,10.8,372,Good
1614,30.8,60.9,7.2,20.0,36.1,13.7,1.37,5.1,342,Moderate
2882,30.6,80.3,4.5,13.8,25.9,4.9,1.32,5.0,333,Moderate
906,19.6,38.3,4.0,8.8,21.1,9.1,0.95,10.2,285,Good
3261,27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231,Good
2042,35.1,92.9,16.9,37.8,40.1,16.8,1.86,6.5,777,Poor
938,18.6,66.2,6.2,11.5,15.9,4.7,1.13,12.1,448,Good
2580,37.8,79.1,63.0,85.1,52.6,20.1,2.6,6.5,778,Hazardous
3474,40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,Hazardous
333,31.0,66.8,8.7,16.8,25.0,22.1,1.4,5.9,798,Poor
2113,25.0,87.2,4.0,6.4,32.9,9.4,1.57,5.9,662,Moderate
3367,27.0,66.2,6.3,9.7,13.4,4.6,1.0,13.3,299,Good
3833,40.9,80.9,13.5,26.8,37.5,16.2,2.38,3.8,630,Poor
1086,20.2,40.4,3.6,13.5,20.5,5.4,1.03,11.9,475,Good
1412,27.0,50.4,17.4,30.2,19.1,10.5,1.68,5.6,490,Moderate
2788,36.2,87.2,2.4,17.5,50.9,31.5,3.04,5.1,937,Hazardous
4957,29.4,72.5,12.0,15.1,26.6,9.9,1.47,8.5,487,Moderate
359,23.9,61.4,28.2,40.3,37.0,11.3,1.56,6.9,559,Moderate
441,31.9,61.4,29.5,31.9,28.7,0.0,1.06,11.1,212,Good
2257,38.4,87.7,38.4,63.6,45.4,17.0,2.49,3.7,637,Hazardous
3819,36.4,98.8,15.7,18.1,39.1,12.8,1.95,3.4,541,Poor
3570,32.6,77.3,12.9,33.1,38.9,8.3,1.86,4.3,529,Poor
4185,22.1,53.8,6.9,19.6,18.8,5.7,1.65,9.6,457,Moderate
2212,30.9,92.5,24.3,29.7,34.9,18.0,1.64,9.1,678,Poor
3822,37.5,92.0,29.0,38.5,33.0,25.2,1.86,8.1,339,Poor
2108,47.5,84.9,55.8,65.9,39.4,17.8,2.57,5.2,557,Hazardous
3269,25.5,59.6,5.6,12.0,11.6,7.6,1.01,12.4,582,Good
1389,28.6,61.5,19.1,29.3,30.7,6.8,1.61,6.2,376,Moderate
2947,30.7,64.6,7.9,23.1,30.7,19.0,1.39,16.6,399,Moderate
3350,26.7,85.4,4.9,11.9,26.3,19.4,2.22,5.2,421,Poor
776,30.1,89.5,26.2,38.9,45.4,19.1,2.18,4.2,658,Poor
3026,44.1,89.4,18.7,39.9,29.3,18.1,1.87,4.2,450,Poor
4972,28.8,42.9,4.8,12.8,17.7,2.0,0.87,10.1,561,Good
852,17.2,75.7,22.8,29.4,23.7,2.3,1.11,10.7,389,Good
4405,37.9,84.7,8.4,38.0,48.7,3.4,2.05,3.8,729,Hazardous
1580,30.4,64.0,9.3,10.3,35.0,4.9,1.57,5.6,708,Poor
1013,28.8,54.3,17.3,23.2,21.2,6.8,1.1,13.0,213,Good
1334,36.4,107.9,16.4,32.0,25.7,14.7,2.03,3.6,686,Poor
3693,41.4,74.4,27.5,38.8,28.9,21.3,2.18,4.2,778,Poor
391,23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239,Good
1878,23.3,57.5,90.3,114.3,27.7,26.6,2.15,5.1,494,Poor
2908,24.2,63.9,6.6,9.1,24.1,2.7,0.93,12.8,369,Good
4975,48.4,109.0,103.3,114.9,48.6,25.6,2.23,5.9,863,Hazardous
21,26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712,Poor
2828,27.9,60.5,22.9,47.1,17.2,17.3,1.75,3.9,603,Poor
2322,24.2,80.6,3.3,13.0,23.6,14.5,1.22,6.1,367,Moderate
4674,38.9,90.0,28.7,41.1,31.6,15.8,1.71,7.1,666,Poor
1229,25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,249,Good
3418,31.1,60.2,14.1,25.3,18.4,8.7,1.69,5.0,629,Moderate
1813,30.1,56.7,7.9,25.2,26.4,11.4,1.39,7.0,662,Moderate
664,39.0,96.8,66.6,99.7,45.6,15.2,2.2,5.5,613,Hazardous
4399,39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,Hazardous
2996,31.5,49.1,36.6,40.4,26.6,7.9,1.58,6.6,318,Moderate
2023,28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449,Moderate
1393,22.4,42.8,1.1,8.7,15.2,7.0,1.03,12.1,216,Good
1620,36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,Moderate
55,31.0,74.1,11.1,14.5,20.9,9.9,0.86,14.4,353,Good
3137,19.8,54.8,4.6,17.5,24.3,14.5,1.52,5.6,637,Moderate
3721,23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373,Good
3162,39.1,101.5,57.8,71.2,28.0,22.0,2.11,4.4,521,Poor
4813,40.2,107.4,25.0,52.1,46.6,15.2,2.29,3.6,627,Hazardous
2581,28.5,81.2,4.0,16.4,22.1,11.3,1.52,5.7,391,Moderate
1885,43.2,85.0,152.7,178.1,38.6,28.2,2.7,2.8,627,Hazardous
1354,25.5,43.5,5.2,9.6,24.4,8.8,0.98,11.4,284,Good
2373,19.0,55.4,9.4,14.5,24.3,4.5,1.03,10.6,478,Good
4042,29.3,67.5,1.9,5.0,12.1,4.5,1.12,11.0,576,Good
3608,32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,Poor
3612,33.3,92.2,5.0,25.3,29.8,19.7,1.41,3.9,494,Poor
3231,26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,Good
2033,31.4,76.2,4.6,20.9,26.2,11.3,1.49,6.8,296,Moderate
3353,25.6,57.4,2.2,6.4,12.2,5.0,1.19,18.9,392,Good
3646,31.7,59.3,6.9,16.7,29.4,7.0,1.37,11.9,323,Moderate
355,32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500,Poor
2943,31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565,Moderate
4395,41.4,93.0,30.7,45.3,40.3,12.5,1.63,4.2,600,Poor
3369,47.4,82.8,14.5,33.5,32.3,18.9,1.84,5.1,600,Poor
1061,26.3,83.1,29.7,48.0,33.0,8.2,1.56,6.0,579,Moderate
514,39.8,78.5,21.5,41.4,32.3,29.5,2.5,5.8,790,Poor
284,24.4,53.7,1.6,4.6,24.9,6.0,0.93,10.6,253,Good
4486,26.0,54.7,7.7,16.9,17.2,6.9,1.05,17.2,333,Good
2026,20.2,65.4,6.2,13.1,26.1,8.5,0.94,11.0,338,Good
185,37.5,93.5,38.5,45.1,32.7,14.6,1.74,4.0,454,Poor
437,21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,Good
3594,34.1,97.9,54.0,76.8,31.6,16.4,2.15,6.6,513,Poor
3255,26.1,73.1,65.9,69.0,30.2,11.2,1.6,5.7,529,Moderate
469,34.5,60.8,37.1,47.4,28.7,9.1,2.04,3.4,484,Poor
2585,21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,Good
3452,32.2,79.5,52.1,54.7,20.3,9.3,1.67,8.5,448,Moderate
1647,38.9,56.6,151.2,161.2,41.8,11.3,2.27,5.4,549,Poor
230,36.4,115.7,112.5,121.6,33.0,17.2,2.83,3.5,560,Hazardous
4353,21.4,78.9,0.5,6.7,13.1,1.9,1.02,10.7,579,Good
4114,48.8,101.3,25.5,50.1,37.5,38.7,2.87,3.0,544,Hazardous
4868,26.1,81.9,9.5,19.1,36.1,14.8,1.62,5.9,455,Moderate
3439,26.8,82.3,25.1,35.7,15.4,9.4,1.72,11.7,332,Moderate
4558,32.1,75.6,16.2,21.1,18.9,12.4,1.44,9.3,405,Moderate
1998,23.2,67.0,8.1,14.5,12.4,3.8,0.89,10.5,222,Good
2363,31.8,64.1,56.6,67.9,36.6,17.6,2.13,5.4,479,Poor
4235,41.1,110.2,26.6,42.7,26.8,9.0,2.4,8.7,814,Poor
900,29.3,90.5,23.9,52.4,36.4,26.3,2.02,8.9,498,Poor
371,32.2,68.5,12.0,23.4,26.2,9.3,1.52,6.1,370,Moderate
3592,26.6,72.4,30.3,31.5,22.5,4.4,1.05,11.8,320,Good
3978,35.8,90.0,9.0,27.5,37.6,17.1,2.02,4.6,644,Poor
2739,35.5,82.5,2.5,13.1,21.4,11.7,1.33,6.2,692,Moderate
4175,31.3,102.2,15.4,33.6,29.6,21.0,1.88,4.1,466,Poor
3268,29.1,71.8,1.6,3.0,23.7,5.6,1.05,12.2,514,Good
235,34.2,72.1,5.8,15.9,25.5,16.0,2.72,5.3,560,Poor
4100,37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,592,Hazardous
4349,21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good
1573,35.3,85.4,62.8,68.2,30.3,10.2,1.3,5.0,493,Moderate
3661,29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353,Good
3789,25.8,56.9,2.7,10.1,17.2,2.6,0.84,11.1,569,Good
1323,30.9,92.2,10.7,19.0,38.1,9.6,2.55,4.8,429,Poor
971,22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352,Good
1387,27.7,77.8,20.8,28.2,15.5,4.7,0.97,11.4,225,Good
2965,27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359,Good
422,35.0,57.4,0.7,5.1,25.3,16.0,1.42,5.3,441,Moderate
1910,22.7,56.4,1.9,6.7,12.6,3.6,1.05,11.0,472,Good
112,26.6,66.0,2.2,3.7,27.7,11.7,1.63,6.6,395,Moderate
181,23.7,52.4,0.3,4.5,18.7,6.3,1.04,10.7,313,Good
2863,36.7,71.8,47.7,56.7,28.8,18.0,1.57,7.6,702,Moderate
4209,32.7,50.3,26.8,40.9,22.0,8.1,1.68,9.1,417,Moderate
686,35.4,55.6,72.1,81.2,33.4,12.6,1.71,5.0,296,Moderate
670,25.7,68.7,12.4,16.9,10.0,6.0,1.24,10.3,470,Good
187,22.5,68.2,2.7,11.3,20.6,6.1,0.95,10.8,530,Good
1986,30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,356,Moderate
4162,29.0,56.0,5.5,10.1,14.5,3.7,0.86,13.4,233,Good
1314,33.1,91.3,8.0,24.3,32.0,23.6,2.28,4.2,587,Poor
149,36.9,83.1,8.9,34.8,52.1,1.5,2.89,3.3,648,Hazardous
2447,25.6,46.5,0.6,8.1,27.8,3.9,1.1,14.2,534,Good
2379,39.0,107.1,23.9,45.0,46.1,25.8,2.65,3.4,756,Hazardous
4416,29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good
2445,42.6,98.3,5.8,11.7,35.4,25.2,2.33,8.4,561,Poor
882,24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491,Good
954,30.4,90.1,4.9,20.7,45.0,23.5,2.29,3.6,681,Hazardous
1880,26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,573,Moderate
3872,27.4,76.3,10.4,14.1,10.3,5.4,0.91,10.3,328,Good
2135,36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor
478,18.8,77.7,11.0,15.8,20.0,5.6,1.09,11.2,409,Good
4814,22.6,62.1,16.4,21.3,17.6,4.8,0.93,11.5,324,Good
3471,24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good
4854,27.4,57.4,2.5,17.0,35.5,10.3,1.63,6.1,365,Moderate
1221,16.9,72.9,1.3,0.2,27.6,6.4,0.97,13.7,339,Good
4052,23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,Good
592,32.1,72.6,11.3,25.5,21.7,7.1,1.55,6.7,374,Moderate
1477,34.9,59.2,31.4,41.2,25.3,16.4,1.55,7.2,570,Moderate
3626,25.6,65.8,0.3,5.2,18.7,7.0,0.86,11.0,303,Good
453,27.6,53.6,7.1,10.4,28.4,4.5,0.87,10.3,591,Good
4269,27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,Moderate
1578,25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,Moderate
512,23.2,74.7,2.6,14.7,21.1,1.6,1.3,5.5,449,Moderate
2732,28.8,76.6,17.2,34.6,27.9,6.5,1.44,5.4,405,Moderate
1216,40.4,59.6,5.1,17.0,30.5,11.7,1.35,8.9,673,Moderate
2802,32.4,62.5,28.9,38.3,31.0,7.0,1.64,5.1,688,Moderate
556,22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473,Good
3884,34.8,73.2,2.4,8.8,25.1,3.3,1.35,6.9,362,Moderate
281,20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,581,Good
3996,28.5,58.2,1.5,9.5,17.1,4.8,0.83,10.7,376,Good
3081,31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,Poor
3785,36.0,70.9,67.7,75.3,24.9,24.7,2.13,8.3,458,Poor
322,30.3,76.2,31.3,37.5,21.4,2.0,1.71,5.2,674,Moderate
2497,25.6,66.0,0.8,6.7,16.0,7.0,0.84,11.7,431,Good
2791,29.8,72.4,13.4,19.9,13.0,3.9,1.06,10.5,568,Good
3440,27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,Moderate
1365,24.0,49.5,4.8,15.5,19.6,7.2,1.02,10.2,608,Good
109,29.5,61.5,7.9,11.0,20.5,7.6,0.87,12.2,378,Good
2204,36.1,69.4,8.3,18.9,21.2,16.6,1.1,5.1,602,Moderate
2794,26.6,95.9,163.1,172.9,32.4,22.5,1.84,4.2,590,Poor
1049,20.2,76.4,32.9,38.5,21.7,5.4,1.0,12.4,501,Good
4856,36.5,119.4,59.3,89.0,32.7,24.0,2.14,3.2,585,Hazardous
1489,36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,Moderate
2595,30.4,44.2,7.8,11.4,22.0,5.9,0.92,11.3,446,Good
699,19.9,46.2,15.4,22.1,17.9,7.8,1.07,16.9,568,Good
2249,26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,235,Good
1706,22.4,50.7,13.6,19.0,17.9,8.7,1.12,11.1,265,Good
3954,26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419,Moderate
1009,32.8,62.4,24.0,42.7,32.9,25.0,2.29,6.2,415,Poor
3055,24.4,77.2,12.4,17.7,17.8,6.2,0.94,14.7,330,Good
2189,36.5,90.3,5.1,31.6,27.9,10.5,2.12,5.1,630,Poor
2428,26.5,93.2,18.4,18.5,28.5,2.2,1.17,8.4,506,Moderate
4223,37.4,102.3,26.3,36.4,28.4,26.5,1.61,5.7,432,Poor
3544,23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475,Moderate
4251,28.4,80.6,7.8,11.7,14.7,4.8,0.76,10.6,366,Good
2007,36.6,71.0,5.0,28.2,26.2,26.7,1.93,4.7,523,Poor
4174,23.9,42.1,19.2,25.4,16.8,5.2,1.12,11.6,352,Good
4469,39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406,Poor
706,32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,Poor
554,32.3,80.6,11.0,17.6,25.8,3.1,1.26,6.7,670,Moderate
1616,18.6,75.3,3.5,10.0,11.6,2.6,0.98,11.9,375,Good
3853,32.4,88.5,37.8,57.3,48.5,21.2,2.23,3.4,769,Hazardous
3668,45.0,107.0,13.2,20.9,56.0,10.2,2.23,4.0,775,Hazardous
383,28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,Good
1213,21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,585,Good
684,31.4,69.4,11.1,28.2,27.4,17.7,2.02,5.8,400,Poor
1634,33.8,84.6,8.0,23.7,27.8,12.0,2.94,3.6,839,Hazardous
1214,50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,Hazardous
1303,22.5,48.6,0.8,6.2,12.9,8.0,1.02,10.5,354,Good
1330,25.0,59.9,1.0,5.4,22.6,5.0,1.15,18.4,509,Good
2534,37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,529,Poor
4447,21.4,67.9,10.9,13.7,16.1,5.8,1.02,12.7,241,Good
2199,33.9,76.5,3.5,8.3,21.9,10.8,1.4,5.1,345,Moderate
189,28.7,63.9,13.5,25.3,16.2,10.9,1.17,6.3,478,Moderate
4193,26.7,100.1,3.9,18.1,30.7,15.5,1.62,3.7,457,Poor
3223,27.6,69.8,16.8,30.0,27.7,8.9,1.74,12.2,564,Moderate
192,34.4,75.8,7.2,22.6,35.5,12.0,1.42,9.5,582,Moderate
329,36.0,89.8,33.0,47.9,26.0,0.0,1.74,4.3,490,Poor
662,39.1,73.5,69.8,82.4,33.6,19.4,1.88,3.6,557,Poor
2499,23.4,69.5,5.8,12.1,19.5,7.8,1.02,12.6,412,Good
481,26.6,67.8,11.2,12.1,28.3,4.1,1.01,11.9,551,Good
2991,27.3,72.1,20.4,25.9,24.7,2.8,0.83,10.7,238,Good
4554,32.1,59.4,8.2,13.3,22.8,2.0,1.16,10.2,396,Good
2051,30.9,74.6,24.0,28.9,23.6,7.7,1.01,10.7,217,Good
2551,24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,Good
1187,35.4,68.8,29.2,40.7,32.6,8.8,1.74,5.6,650,Moderate
1628,36.4,80.3,103.0,106.4,26.5,22.3,2.38,3.7,844,Hazardous
756,39.3,94.3,8.0,31.4,47.5,19.8,1.79,4.1,827,Poor
62,36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,Poor
3454,49.9,101.3,34.6,51.9,47.7,17.8,2.72,3.3,795,Hazardous
525,31.1,52.6,23.6,27.8,26.9,4.3,1.56,6.6,416,Moderate
3419,38.7,71.8,2.1,20.3,54.4,9.9,2.99,8.6,625,Hazardous
2609,36.0,87.5,1.1,21.3,43.5,1.8,2.63,4.0,514,Hazardous
2968,29.4,72.7,24.7,28.4,12.0,2.9,1.16,12.1,204,Good
4914,27.1,70.2,2.0,6.2,23.0,3.5,1.0,10.1,271,Good
3376,32.5,85.1,24.8,46.3,29.1,13.2,1.89,5.9,599,Hazardous
3551,29.7,51.8,15.4,34.6,28.2,10.4,1.46,9.2,532,Moderate
2233,45.6,78.7,3.4,25.3,34.0,11.5,2.41,2.5,503,Hazardous
3383,30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534,Good
145,36.3,60.8,19.8,29.7,22.1,14.6,1.27,16.3,495,Moderate
1936,57.8,108.4,3.1,11.2,51.5,19.4,2.08,3.0,537,Hazardous
960,26.4,75.1,3.5,8.5,25.1,2.1,0.96,13.4,543,Good
1698,25.2,71.3,30.4,36.0,14.7,4.8,0.94,11.2,432,Good
3687,21.9,69.6,7.1,9.6,24.7,2.6,1.11,12.7,423,Good
951,27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506,Good
833,29.3,75.2,43.5,48.7,22.7,7.7,1.61,11.8,370,Moderate
1860,31.6,81.1,18.7,30.0,31.6,12.3,1.45,5.5,664,Moderate
91,45.5,84.9,7.2,17.4,39.1,17.0,2.09,3.4,861,Hazardous
4541,24.2,62.7,4.5,8.5,22.3,0.3,0.99,10.3,555,Good
2217,34.7,61.0,9.4,29.9,22.0,18.7,1.7,5.8,466,Poor
1073,20.5,45.2,16.9,21.6,26.2,4.9,1.08,10.1,236,Good
1633,50.4,93.5,17.1,33.7,42.7,17.6,2.56,3.1,610,Hazardous
2927,41.5,68.2,3.4,15.4,24.5,6.4,1.38,4.8,748,Poor
2187,26.2,62.0,79.2,86.0,31.4,7.6,1.46,5.9,615,Moderate
354,25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,Good
2743,31.3,71.5,20.2,28.6,21.6,4.4,1.02,13.7,306,Good
2055,20.8,48.5,16.0,19.7,11.2,2.5,1.17,10.2,432,Good
2475,47.0,95.3,3.0,23.4,36.3,24.4,2.4,3.4,582,Hazardous
2083,27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,Good
58,26.2,46.4,34.2,40.9,26.1,7.2,1.13,12.5,358,Good
2881,26.8,55.4,4.9,7.3,22.8,5.3,1.1,16.7,313,Good
4370,29.0,81.3,60.0,76.1,24.2,5.8,1.05,6.4,511,Moderate
1252,42.1,89.8,12.1,35.3,41.4,30.4,2.67,2.8,861,Hazardous
3986,29.5,69.6,17.5,26.1,12.0,4.8,1.14,13.7,531,Good
446,28.7,93.1,24.5,32.8,20.5,7.7,1.46,5.5,300,Moderate
264,31.9,72.0,68.4,87.0,37.9,7.3,2.24,4.0,679,Poor
583,23.1,59.7,13.3,25.3,22.9,14.1,1.3,6.3,598,Moderate
3241,24.1,49.2,11.7,17.1,22.3,6.4,0.98,13.6,334,Good
3313,25.7,39.5,11.7,16.9,18.6,7.0,1.01,16.5,206,Good
3825,19.6,60.0,2.5,7.0,22.7,4.8,1.01,11.8,594,Good
2290,32.1,100.8,51.2,69.4,48.2,17.7,2.37,2.6,796,Hazardous
1433,27.2,46.0,4.5,8.3,24.2,6.1,1.06,12.5,545,Good
376,25.3,45.0,15.5,21.4,22.5,4.9,1.02,10.9,334,Good
3784,29.0,64.4,23.5,23.1,35.1,17.3,2.13,5.0,560,Poor
3381,36.3,69.3,7.1,15.6,22.7,1.6,1.44,6.4,542,Moderate
3495,27.2,68.6,1.5,11.8,29.7,21.9,1.91,7.9,410,Poor
201,41.2,92.2,36.1,49.5,42.2,17.1,2.39,2.7,815,Hazardous
1869,21.2,55.6,3.4,5.4,25.2,2.8,0.88,11.3,404,Good
3405,32.2,58.5,2.2,19.5,27.8,7.9,1.77,7.8,356,Moderate
814,28.1,85.3,1.6,18.3,32.0,7.5,1.37,7.9,521,Moderate
